order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD_01407,1,debit_card,1,4530083.78
ORD_01408,1,credit_card,1,5269817.37
ORD_01409,1,debit_card,2,661424.61
ORD_01410,1,credit_card,5,2182152.67
ORD_01411,1,credit_card,1,1449250.64
ORD_01412,1,voucher,3,3140586.22
ORD_01413,1,credit_card,1,1545963.12
ORD_01414,1,voucher,2,1834596.76
ORD_01415,1,credit_card,4,3021272.09
ORD_01416,1,debit_card,5,1451485.77
ORD_01417,1,credit_card,3,1689922.19
ORD_01418,1,credit_card,1,2198563.53
ORD_01419,1,boleto,1,1755812.94
ORD_01420,1,credit_card,1,2719184.23
ORD_01421,1,credit_card,2,2498014.9
ORD_01422,1,credit_card,1,3449528.65
ORD_01423,1,voucher,2,2685075.97
ORD_01424,1,credit_card,2,2915400.69
ORD_01425,1,debit_card,3,2933514.36
ORD_01426,1,boleto,1,4609719.19
ORD_01427,1,voucher,1,4865733.22
ORD_01428,1,boleto,1,1695361.18
ORD_01429,1,debit_card,3,1285021.19
ORD_01430,1,voucher,1,1687897.59
ORD_01431,1,credit_card,1,1952642.0
ORD_01432,1,credit_card,1,4183387.41
ORD_01433,1,credit_card,1,1699451.83
ORD_01434,1,credit_card,1,2347973.87
ORD_01435,1,credit_card,3,1753273.27
ORD_01436,1,voucher,2,1414103.34
ORD_01437,1,credit_card,1,1508798.05
ORD_01438,1,credit_card,3,2283678.36
ORD_01439,1,credit_card,5,6485662.88
ORD_01440,1,boleto,4,1964319.13
ORD_01441,1,credit_card,1,1300014.94
ORD_01442,1,credit_card,2,2976852.07
ORD_01443,1,credit_card,1,2653620.0
ORD_01444,1,credit_card,5,2713101.34
ORD_01445,1,debit_card,1,1634763.02
ORD_01446,1,voucher,1,1082176.56
ORD_01447,1,credit_card,2,1713458.78
ORD_01448,1,boleto,2,1504891.71
ORD_01449,1,credit_card,6,3224437.28
ORD_01450,1,credit_card,4,1367656.32
ORD_01451,1,credit_card,2,1593879.0
ORD_01452,1,boleto,4,2053879.11
ORD_01453,1,credit_card,2,2505402.66
ORD_01454,1,credit_card,1,1248190.31
ORD_01455,1,credit_card,3,4163530.52
ORD_01456,1,credit_card,1,7568724.93
ORD_01457,1,credit_card,2,2553205.78
ORD_01458,1,credit_card,4,2350553.66
ORD_01459,1,boleto,2,1777910.98
ORD_01460,1,credit_card,1,1872091.32
ORD_01461,1,credit_card,4,1402467.31
ORD_01462,1,credit_card,6,1400388.49
ORD_01463,1,debit_card,1,1958302.79
ORD_01464,1,voucher,6,1321593.05
ORD_01465,1,voucher,5,1100479.49
ORD_01466,1,credit_card,1,4028613.89
ORD_01467,1,voucher,3,2817214.53
ORD_01468,1,credit_card,1,1864375.15
ORD_01469,1,credit_card,1,2353055.05
ORD_01470,1,credit_card,1,2148966.86
ORD_01471,1,credit_card,1,6022041.54
ORD_01472,1,voucher,2,4442666.91
ORD_01473,1,credit_card,1,784618.71
ORD_01474,1,credit_card,2,3574543.44
ORD_01475,1,boleto,6,3067392.03
ORD_01476,1,debit_card,5,2965582.26
ORD_01477,1,boleto,6,2667984.43
ORD_01478,1,boleto,5,826528.36
ORD_01479,1,credit_card,1,1385904.6
ORD_01480,1,credit_card,1,1039703.89
ORD_01481,1,credit_card,2,2718283.0
ORD_01482,1,debit_card,5,4047566.38
ORD_01483,1,credit_card,4,1209354.21
ORD_01484,1,boleto,1,1580400.52
ORD_01485,1,credit_card,2,5717753.48
ORD_01486,1,voucher,1,1208089.28
ORD_01487,1,boleto,2,799214.92
ORD_01488,1,boleto,2,4610685.18
ORD_01489,1,credit_card,2,4135546.42
ORD_01490,1,credit_card,4,1601785.18
ORD_01491,1,voucher,1,1995165.6
ORD_01492,1,debit_card,4,3971887.47
ORD_01493,1,credit_card,2,4894257.4
ORD_01494,1,credit_card,1,4076202.17
ORD_01495,1,credit_card,3,2897913.16
ORD_01496,1,credit_card,2,1813973.43
ORD_01497,1,credit_card,4,1892963.26
ORD_01498,1,credit_card,2,1528964.33
ORD_01499,1,debit_card,5,2724351.29
ORD_01500,1,debit_card,4,1394153.02
ORD_01501,1,credit_card,1,2496817.32
ORD_01502,1,credit_card,6,1969258.51
ORD_01503,1,credit_card,1,4835257.03
ORD_01504,1,boleto,1,4129102.58
ORD_01505,1,debit_card,1,1515876.79
ORD_01506,1,credit_card,5,1904714.11
ORD_01507,1,boleto,1,2816064.16
ORD_01508,1,credit_card,1,4122686.02
ORD_01509,1,credit_card,1,1473511.88
ORD_01510,1,credit_card,6,2328424.45
ORD_01511,1,credit_card,4,4167123.17
ORD_01512,1,debit_card,1,2949400.62
ORD_01513,1,credit_card,6,4878986.59
ORD_01514,1,credit_card,4,1718338.42
ORD_01515,1,credit_card,3,1674117.58
ORD_01516,1,voucher,1,4190754.43
ORD_01517,1,credit_card,1,3909850.95
ORD_01518,1,credit_card,5,2105938.11
ORD_01519,1,credit_card,1,2167578.86
ORD_01520,1,credit_card,1,1607018.24
ORD_01521,1,credit_card,1,1595017.31
ORD_01522,1,credit_card,1,2167431.19
ORD_01523,1,credit_card,3,3917633.34
ORD_01524,1,boleto,1,2094789.35
ORD_01525,1,credit_card,1,1839511.76
ORD_01526,1,credit_card,3,2383431.63
ORD_01527,1,credit_card,2,2321150.23
ORD_01528,1,credit_card,5,3216466.25
ORD_01529,1,credit_card,2,6201116.95
ORD_01530,1,credit_card,1,1828140.8
ORD_01531,1,voucher,1,1866313.25
ORD_01532,1,credit_card,2,4744297.74
ORD_01533,1,boleto,1,4303659.49
ORD_01534,1,boleto,3,3671068.84
ORD_01535,1,debit_card,1,2083891.72
ORD_01536,1,credit_card,1,3763172.88
ORD_01537,1,credit_card,1,3558831.68
ORD_01538,1,voucher,1,3314023.77
ORD_01539,1,credit_card,3,1671871.0
ORD_01540,1,debit_card,3,1885591.5
ORD_01541,1,credit_card,3,2673105.63
ORD_01542,1,credit_card,6,3883468.64
ORD_01543,1,boleto,2,1190160.3
ORD_01544,1,credit_card,3,1829842.87
ORD_01545,1,voucher,3,1145388.34
ORD_01546,1,credit_card,1,1532385.6
ORD_01547,1,boleto,1,5712551.74
ORD_01548,1,credit_card,1,1588976.81
ORD_01549,1,credit_card,6,2196790.86
ORD_01550,1,credit_card,5,2144775.75
ORD_01551,1,credit_card,2,2310931.57
ORD_01552,1,credit_card,1,4788605.19
ORD_01553,1,credit_card,2,2910424.93
ORD_01554,1,credit_card,5,4629767.33
ORD_01555,1,credit_card,1,3296693.41
ORD_01556,1,debit_card,1,3134846.8
ORD_01557,1,credit_card,4,1515253.72
ORD_01558,1,credit_card,2,1739902.7
ORD_01559,1,credit_card,5,4779769.13
ORD_01560,1,credit_card,1,1994116.66
ORD_01561,1,boleto,4,1112140.75
ORD_01562,1,credit_card,1,3937075.61
ORD_01563,1,debit_card,3,1104820.75
ORD_01564,1,credit_card,3,3206290.75
ORD_01565,1,credit_card,4,3876048.28
ORD_01566,1,debit_card,3,4842315.56
ORD_01567,1,credit_card,2,1288502.24
ORD_01568,1,boleto,2,4167274.7
ORD_01569,1,credit_card,1,1926837.71
ORD_01570,1,credit_card,3,3383626.6
ORD_01571,1,boleto,1,1037184.16
ORD_01572,1,credit_card,1,2242974.21
ORD_01573,1,credit_card,4,3164239.68
ORD_01574,1,credit_card,3,1147568.71
ORD_01575,1,voucher,2,1312818.08
ORD_01576,1,credit_card,1,2855543.55
ORD_01577,1,credit_card,1,2603309.73
ORD_01578,1,credit_card,4,1900900.66
ORD_01579,1,debit_card,2,2855891.62
ORD_01580,1,credit_card,2,3881839.46
ORD_01581,1,boleto,1,1097020.37
ORD_01582,1,credit_card,1,1414123.05
ORD_01583,1,credit_card,2,2045903.07
ORD_01584,1,credit_card,1,1875685.97
ORD_01585,1,credit_card,1,1942298.67
ORD_01586,1,boleto,1,4350646.46
ORD_01587,1,boleto,3,2951767.5
ORD_01588,1,credit_card,4,2900975.28
ORD_01589,1,boleto,1,3088928.64
ORD_01590,1,credit_card,1,2475312.11
ORD_01591,1,credit_card,4,1595936.66
ORD_01592,1,credit_card,5,2746207.3
ORD_01593,1,credit_card,1,1154739.72
ORD_01594,1,boleto,1,3284849.49
ORD_01595,1,credit_card,4,3603278.42
ORD_01596,1,credit_card,6,1819278.22
ORD_01597,1,boleto,1,2074956.5
ORD_01598,1,debit_card,1,2900810.36
ORD_01599,1,debit_card,4,2752775.14
ORD_01600,1,credit_card,4,2634112.89
ORD_01601,1,boleto,1,2440832.41
ORD_01602,1,credit_card,1,2655883.78
ORD_01603,1,credit_card,1,5111711.08
ORD_01604,1,voucher,4,2904445.29
ORD_01605,1,boleto,3,2630008.4
ORD_01606,1,credit_card,3,1344239.86
ORD_01607,1,credit_card,1,2381291.45
ORD_01608,1,boleto,4,7600000.0
ORD_01609,1,credit_card,2,2072507.08
ORD_01610,1,boleto,1,2602829.42
ORD_01611,1,credit_card,6,1915069.81
ORD_01612,1,credit_card,6,6378838.59
ORD_01613,1,credit_card,6,1813515.57
ORD_01614,1,boleto,1,1924117.1
ORD_01615,1,voucher,1,1993526.85
ORD_01616,1,debit_card,1,1628900.68
ORD_01617,1,credit_card,1,1337157.9
ORD_01618,1,voucher,1,2386062.18
ORD_01619,1,boleto,1,1289569.81
ORD_01620,1,voucher,2,4891427.36
ORD_01621,1,boleto,1,2089249.47
ORD_01622,1,credit_card,2,2464968.39
ORD_01623,1,boleto,4,4031032.79
ORD_01624,1,credit_card,1,2319796.34
ORD_01625,1,boleto,1,982429.09
ORD_01626,1,voucher,6,5304610.39
ORD_01627,1,debit_card,3,1348100.52
ORD_01628,1,credit_card,1,2337286.16
ORD_01629,1,credit_card,3,2152319.54
ORD_01630,1,credit_card,1,1846653.17
ORD_01631,1,boleto,1,1196534.0
ORD_01632,1,boleto,1,1731705.07
ORD_01633,1,debit_card,4,3934028.02
ORD_01634,1,debit_card,1,3662216.97
ORD_01635,1,boleto,1,2195111.73
ORD_01636,1,credit_card,6,4137344.27
ORD_01637,1,credit_card,2,2938044.92
ORD_01638,1,voucher,1,2813316.89
ORD_01639,1,credit_card,2,3772441.59
ORD_01640,1,credit_card,1,1720969.41
ORD_01641,1,debit_card,2,2842327.09
ORD_01642,1,boleto,3,1483867.54
ORD_01643,1,boleto,1,6434177.34
ORD_01644,1,credit_card,5,1453968.07
ORD_01645,1,debit_card,1,1107265.52
ORD_01646,1,credit_card,5,3447291.33
ORD_01647,1,credit_card,1,1479740.18
ORD_01648,1,boleto,1,2628517.35
ORD_01649,1,credit_card,1,1696880.93
ORD_01650,1,credit_card,1,3146076.26
ORD_01651,1,credit_card,5,1557303.46
ORD_01652,1,credit_card,1,2083015.1
ORD_01653,1,credit_card,1,3474699.56
ORD_01654,1,credit_card,1,928411.73
ORD_01655,1,credit_card,1,1466871.36
ORD_01656,1,credit_card,1,3752555.75
ORD_01657,1,credit_card,1,2147653.54
ORD_01658,1,credit_card,1,3381967.66
ORD_01659,1,credit_card,5,1597631.85
ORD_01660,1,credit_card,4,2380655.69
ORD_01661,1,credit_card,3,3136841.29
ORD_01662,1,boleto,5,4695591.98
ORD_01663,1,credit_card,1,2163280.52
ORD_01664,1,boleto,2,2647196.06
ORD_01665,1,credit_card,3,1958665.68
ORD_01666,1,credit_card,5,4802210.69
ORD_01667,1,credit_card,1,2603256.63
ORD_01668,1,credit_card,5,2401373.18
ORD_01669,1,credit_card,4,2510341.15
ORD_01670,1,boleto,3,2880746.08
ORD_01671,1,boleto,5,2244121.69
ORD_01672,1,voucher,4,2620105.99
ORD_01673,1,debit_card,1,1287693.0
ORD_01674,1,credit_card,3,2404714.34
ORD_01675,1,voucher,1,1692526.66
ORD_01676,1,voucher,2,2920437.96
ORD_01677,1,credit_card,1,1207756.93
ORD_01678,1,credit_card,3,953346.75
ORD_01679,1,credit_card,1,1759755.91
ORD_01680,1,credit_card,2,3136982.83
ORD_01681,1,credit_card,1,911876.83
ORD_01682,1,credit_card,1,2890734.59
ORD_01683,1,credit_card,4,3572547.56
ORD_01684,1,boleto,1,7600000.0
ORD_01685,1,credit_card,1,2854664.41
ORD_01686,1,boleto,3,2777201.77
ORD_01687,1,credit_card,1,2143611.45
ORD_01688,1,voucher,3,1161608.34
ORD_01689,1,boleto,1,1153851.47
ORD_01690,1,boleto,1,7600000.0
ORD_01691,1,credit_card,4,3327197.82
ORD_01692,1,credit_card,1,6573039.89
ORD_01693,1,credit_card,1,3410685.28
ORD_01694,1,boleto,1,1360084.83
ORD_01695,1,credit_card,1,1613487.84
ORD_01696,1,boleto,1,1327521.49
ORD_01697,1,boleto,4,2906686.0
ORD_01698,1,credit_card,1,3127429.91
ORD_01699,1,credit_card,1,2678814.13
ORD_01700,1,voucher,2,2012885.53
ORD_01701,1,credit_card,2,2373682.16
ORD_01702,1,credit_card,3,2209990.42
ORD_01703,1,credit_card,3,2769859.95
ORD_01704,1,boleto,1,3596820.62
ORD_01705,1,credit_card,3,1503943.8
ORD_01706,1,credit_card,1,3659488.51
ORD_01707,1,boleto,1,2764140.41
ORD_01708,1,boleto,1,1122163.46
ORD_01709,1,credit_card,3,3302603.93
ORD_01710,1,voucher,6,1260731.74
ORD_01711,1,credit_card,2,1324903.25
ORD_01712,1,debit_card,3,1518251.42
ORD_01713,1,credit_card,1,1929041.79
ORD_01714,1,credit_card,4,5606922.92
ORD_01715,1,credit_card,1,2707997.95
ORD_01716,1,credit_card,2,1514945.06
ORD_01717,1,credit_card,1,2657341.61
ORD_01718,1,credit_card,1,1998102.43
ORD_01719,1,debit_card,1,4557600.61
ORD_01720,1,voucher,6,3354944.47
ORD_01721,1,credit_card,1,3339724.12
ORD_01722,1,credit_card,1,1133402.73
ORD_01723,1,credit_card,4,4136811.79
ORD_01724,1,credit_card,4,2460353.17
ORD_01725,1,boleto,3,3693688.42
ORD_01726,1,boleto,1,1603705.26
ORD_01727,1,boleto,3,1773798.27
ORD_01728,1,credit_card,1,4491922.01
ORD_01729,1,credit_card,4,2391256.74
ORD_01730,1,credit_card,1,1329182.58
ORD_01731,1,credit_card,6,2170151.77
ORD_01732,1,voucher,3,2852092.6
ORD_01733,1,voucher,3,1858825.97
ORD_01734,1,credit_card,3,896197.81
ORD_01735,1,boleto,2,2468348.04
ORD_01736,1,credit_card,1,2352150.07
ORD_01737,1,credit_card,1,2837303.59
ORD_01738,1,credit_card,6,2184006.48
ORD_01739,1,boleto,1,1384954.72
ORD_01740,1,boleto,1,1253098.91
ORD_01741,1,credit_card,2,2576088.4
ORD_01742,1,credit_card,2,2744247.37
ORD_01743,1,credit_card,4,2628156.29
ORD_01744,1,debit_card,1,1619373.32
ORD_01745,1,credit_card,3,1126972.14
ORD_01746,1,credit_card,5,3280385.76
ORD_01747,1,credit_card,1,761562.62
ORD_01748,1,credit_card,1,1949460.04
ORD_01749,1,boleto,2,1474616.99
ORD_01750,1,credit_card,6,1069567.18
ORD_01751,1,credit_card,4,4741567.16
ORD_01752,1,credit_card,1,1680863.06
ORD_01753,1,boleto,1,1713876.61
ORD_01754,1,credit_card,3,1207687.83
ORD_01755,1,credit_card,4,2847122.76
ORD_01756,1,credit_card,2,4120534.49
ORD_01757,1,credit_card,1,3024129.5
ORD_01758,1,credit_card,1,2511979.41
ORD_01759,1,credit_card,2,2408211.5
ORD_01760,1,boleto,2,2775951.44
ORD_01761,1,credit_card,3,1910305.01
ORD_01762,1,boleto,6,2704376.97
ORD_01763,1,boleto,3,1951325.1
ORD_01764,1,credit_card,4,4060864.16
ORD_01765,1,credit_card,1,2061565.37
ORD_01766,1,credit_card,1,2131691.85
ORD_01767,1,debit_card,1,4942946.21
ORD_01768,1,debit_card,1,1108780.77
ORD_01769,1,debit_card,2,3997068.05
ORD_01770,1,debit_card,2,1589441.31
ORD_01771,1,boleto,1,1465753.01
ORD_01772,1,boleto,1,2620449.27
ORD_01773,1,credit_card,4,5817211.3
ORD_01774,1,boleto,5,1725065.04
ORD_01775,1,credit_card,1,5786523.81
ORD_01776,1,debit_card,1,1663290.85
ORD_01777,1,credit_card,1,1570660.58
ORD_01778,1,credit_card,1,1213733.96
ORD_01779,1,credit_card,6,3964461.44
ORD_01780,1,credit_card,2,1735412.51
ORD_01781,1,debit_card,3,3611177.25
ORD_01782,1,debit_card,2,4334369.28
ORD_01783,1,credit_card,1,1867759.86
ORD_01784,1,credit_card,3,3071039.4
ORD_01785,1,boleto,1,1623698.54
ORD_01786,1,debit_card,2,1502145.34
ORD_01787,1,credit_card,2,3772451.12
ORD_01788,1,credit_card,1,1430929.02
ORD_01789,1,credit_card,1,5273112.8
ORD_01790,1,credit_card,1,1899073.61
ORD_01791,1,boleto,1,2938531.58
ORD_01792,1,debit_card,3,1435073.01
ORD_01793,1,credit_card,1,3602209.6
ORD_01794,1,boleto,5,4734977.16
ORD_01795,1,credit_card,6,3446501.97
ORD_01796,1,boleto,1,2881427.71
ORD_01797,1,debit_card,1,4727581.21
ORD_01798,1,credit_card,1,1985468.56
ORD_01799,1,credit_card,1,2607917.92
ORD_01800,1,voucher,1,3020265.81
ORD_01801,1,credit_card,1,3683698.88
ORD_01802,1,credit_card,1,844224.21
ORD_01803,1,debit_card,4,1597470.01
ORD_01804,1,boleto,6,3133761.56
ORD_01805,1,credit_card,4,2905156.66
ORD_01806,1,credit_card,4,4346646.72
ORD_01807,1,credit_card,2,1598317.46
ORD_01808,1,voucher,1,2825415.65
ORD_01809,1,credit_card,6,1605223.03
ORD_01810,1,credit_card,1,3403564.32
ORD_01811,1,credit_card,2,1380313.85
ORD_01812,1,boleto,5,1828389.17
ORD_01813,1,credit_card,5,1226978.78
ORD_01814,1,credit_card,1,2393829.15
ORD_01815,1,credit_card,1,2451695.01
ORD_01816,1,boleto,2,966881.41
ORD_01817,1,debit_card,2,1329197.1
ORD_01818,1,credit_card,1,2028569.91
ORD_01819,1,credit_card,1,1624705.99
ORD_01820,1,boleto,1,4116926.58
ORD_01821,1,credit_card,4,2172313.05
ORD_01822,1,credit_card,3,1758711.58
ORD_01823,1,credit_card,3,1934202.53
ORD_01824,1,credit_card,5,2445177.45
ORD_01825,1,debit_card,1,7600000.0
ORD_01826,1,credit_card,2,1799176.14
ORD_01827,1,credit_card,4,3686957.93
ORD_01828,1,debit_card,3,3615040.18
ORD_01829,1,debit_card,1,1688857.62
ORD_01830,1,credit_card,5,2180072.95
ORD_01831,1,credit_card,1,3749625.47
ORD_01832,1,credit_card,1,1263659.02
ORD_01833,1,credit_card,6,2389917.08
ORD_01834,1,credit_card,1,1427126.99
ORD_01835,1,credit_card,2,3039211.02
ORD_01836,1,credit_card,5,2227833.87
ORD_01837,1,credit_card,1,1713590.21
ORD_01838,1,boleto,5,2581190.1
ORD_01839,1,credit_card,1,1769070.73
ORD_01840,1,credit_card,2,2006924.15
ORD_01841,1,credit_card,1,2913553.94
ORD_01842,1,boleto,1,3395792.05
ORD_01843,1,credit_card,1,1664979.19
ORD_01844,1,boleto,2,1716242.2
ORD_01845,1,credit_card,5,7600000.0
ORD_01846,1,voucher,1,926694.9
ORD_01847,1,credit_card,1,2478408.18
ORD_01848,1,voucher,1,2799755.93
ORD_01849,1,credit_card,3,2711057.9
ORD_01850,1,credit_card,4,2397566.61
ORD_01851,1,credit_card,1,2023686.42
ORD_01852,1,boleto,2,1335286.71
ORD_01853,1,debit_card,1,2729169.71
ORD_01854,1,credit_card,4,2166624.29
ORD_01855,1,boleto,2,1274785.29
ORD_01856,1,credit_card,6,2109549.68
ORD_01857,1,boleto,3,1606763.69
ORD_01858,1,boleto,3,3537353.72
ORD_01859,1,credit_card,1,1096769.35
ORD_01860,1,credit_card,1,5438754.31
ORD_01861,1,boleto,3,3133713.12
ORD_01862,1,credit_card,1,2316290.44
ORD_01863,1,credit_card,3,1497871.6
ORD_01864,1,debit_card,1,3424834.73
ORD_01865,1,boleto,6,1225036.9
ORD_01866,1,credit_card,1,3734838.12
ORD_01867,1,credit_card,2,4228403.63
ORD_01868,1,credit_card,6,1543856.7
ORD_01869,1,boleto,4,6005343.35
ORD_01870,1,credit_card,2,2566409.49
ORD_01871,1,boleto,1,1870165.75
ORD_01872,1,debit_card,1,3011632.25
ORD_01873,1,voucher,1,3242912.73
ORD_01874,1,credit_card,1,2617964.55
ORD_01875,1,debit_card,2,2492305.09
ORD_01876,1,credit_card,1,2808992.43
ORD_01877,1,boleto,1,1558663.65
ORD_01878,1,boleto,3,3556910.41
ORD_01879,1,boleto,1,5663837.0
ORD_01880,1,boleto,1,4499404.15
ORD_01881,1,credit_card,3,2883822.43
ORD_01882,1,debit_card,1,1649119.95
ORD_01883,1,voucher,2,1122605.3
ORD_01884,1,voucher,5,1494383.29
ORD_01885,1,voucher,2,1757385.46
ORD_01886,1,voucher,2,1913502.65
ORD_01887,1,credit_card,4,4509906.37
ORD_01888,1,credit_card,2,1447177.68
ORD_01889,1,voucher,1,3122446.67
ORD_01890,1,boleto,3,1766608.2
ORD_01891,1,credit_card,1,2444144.73
ORD_01892,1,debit_card,4,966372.38
ORD_01893,1,boleto,4,1106990.07
ORD_01894,1,credit_card,1,1826339.12
ORD_01895,1,boleto,2,1809446.32
ORD_01896,1,boleto,1,1927884.62
ORD_01897,1,credit_card,1,823848.3
ORD_01898,1,credit_card,2,2645056.6
ORD_01899,1,boleto,3,3659989.96
ORD_01900,1,credit_card,1,4038196.88
ORD_01901,1,credit_card,1,2322655.45
ORD_01902,1,boleto,1,1111654.13
ORD_01903,1,credit_card,1,1502432.46
ORD_01904,1,credit_card,2,1772116.69
ORD_01905,1,credit_card,5,1939452.8
ORD_01906,1,credit_card,2,2797532.8
ORD_01907,1,credit_card,1,4222799.1
ORD_01908,1,credit_card,4,929375.47
ORD_01909,1,credit_card,1,1563559.1
ORD_01910,1,credit_card,4,1953322.92
ORD_01911,1,debit_card,5,1729079.45
ORD_01912,1,credit_card,1,1411182.79
ORD_01913,1,boleto,2,3207960.34
ORD_01914,1,credit_card,2,569151.42
ORD_01915,1,credit_card,4,2904923.12
ORD_01916,1,boleto,2,1630438.79
ORD_01917,1,credit_card,2,3941046.18
ORD_01918,1,credit_card,3,1937260.46
ORD_01919,1,boleto,6,1947237.13
ORD_01920,1,credit_card,3,3052955.21
ORD_01921,1,credit_card,1,1113586.18
ORD_01922,1,credit_card,1,1651842.07
ORD_01923,1,credit_card,1,4560176.91
ORD_01924,1,boleto,1,1298390.96
ORD_01925,1,boleto,1,6948061.76
ORD_01926,1,boleto,1,3486131.96
ORD_01927,1,voucher,1,1668512.74
ORD_01928,1,boleto,3,1296497.45
ORD_01929,1,credit_card,1,3536986.25
ORD_01930,1,credit_card,1,978067.74
ORD_01931,1,credit_card,2,1836057.91
ORD_01932,1,credit_card,1,2836289.49
ORD_01933,1,debit_card,3,1380688.37
ORD_01934,1,credit_card,1,3284310.86
ORD_01935,1,credit_card,1,2621242.18
ORD_01936,1,credit_card,3,4208856.24
ORD_01937,1,boleto,1,1111094.92
ORD_01938,1,credit_card,6,2110856.96
ORD_01939,1,boleto,6,2087104.01
ORD_01940,1,credit_card,2,1948055.62
ORD_01941,1,voucher,4,4138989.24
ORD_01942,1,credit_card,2,1949475.65
ORD_01943,1,credit_card,1,2971970.38
ORD_01944,1,credit_card,5,1522806.57
ORD_01945,1,debit_card,1,1800648.81
ORD_01946,1,credit_card,3,3273153.62
ORD_01947,1,credit_card,2,1118499.08
ORD_01948,1,credit_card,4,4315289.38
ORD_01949,1,credit_card,1,1206935.52
ORD_01950,1,boleto,3,1553351.41
ORD_01951,1,credit_card,1,2023302.09
ORD_01952,1,credit_card,3,2030137.52
ORD_01953,1,credit_card,1,4507711.88
ORD_01954,1,boleto,6,2110686.32
ORD_01955,1,credit_card,1,7400675.9
ORD_01956,1,credit_card,1,1183709.19
ORD_01957,1,credit_card,3,3285190.13
ORD_01958,1,boleto,6,3921076.18
ORD_01959,1,boleto,1,2570226.65
ORD_01960,1,credit_card,4,3861934.05
ORD_01961,1,voucher,1,1615412.08
ORD_01962,1,credit_card,1,3317294.4
ORD_01963,1,credit_card,1,2778285.35
ORD_01964,1,boleto,1,2409406.63
ORD_01965,1,boleto,1,4792755.32
ORD_01966,1,debit_card,1,4665911.19
ORD_01967,1,credit_card,1,1078841.79
ORD_01968,1,credit_card,5,3551164.64
ORD_01969,1,credit_card,5,1863972.42
ORD_01970,1,credit_card,5,1067669.71
ORD_01971,1,boleto,1,2233406.11
ORD_01972,1,boleto,1,4823845.36
ORD_01973,1,credit_card,1,4981869.62
ORD_01974,1,credit_card,4,2295316.86
ORD_01975,1,credit_card,1,1945893.96
ORD_01976,1,credit_card,2,3032329.87
ORD_01977,1,credit_card,4,2252311.11
ORD_01978,1,debit_card,3,4449489.22
ORD_01979,1,boleto,4,1754491.19
ORD_01980,1,credit_card,6,5190280.75
ORD_01981,1,voucher,1,3904959.03
ORD_01982,1,voucher,1,631122.06
ORD_01983,1,voucher,1,1305002.65
ORD_01984,1,credit_card,2,658503.82
ORD_01985,1,voucher,1,1971447.3
ORD_01986,1,credit_card,1,3158905.64
ORD_01987,1,credit_card,1,1403837.14
ORD_01988,1,credit_card,5,3834301.2
ORD_01989,1,boleto,1,961830.62
ORD_01990,1,boleto,2,1688375.02
ORD_01991,1,debit_card,1,1548510.74
ORD_01992,1,credit_card,4,2825069.22
ORD_01993,1,credit_card,1,2288272.04
ORD_01994,1,credit_card,1,2871693.93
ORD_01995,1,voucher,2,3415016.03
ORD_01996,1,debit_card,3,2275303.95
ORD_01997,1,credit_card,1,2414564.84
ORD_01998,1,credit_card,1,1931247.03
ORD_01999,1,credit_card,5,2858539.03
ORD_02000,1,credit_card,1,3105055.29
ORD_02001,1,credit_card,1,4614835.22
ORD_02002,1,boleto,4,1952515.36
ORD_02003,1,credit_card,1,2415477.57
ORD_02004,1,credit_card,1,1969034.35
ORD_02005,1,credit_card,5,2403684.92
ORD_02006,1,debit_card,2,2344215.79
ORD_02007,1,credit_card,3,4794639.71
ORD_02008,1,boleto,1,1411514.56
ORD_02009,1,boleto,2,2591624.44
ORD_02010,1,credit_card,4,2144043.93
ORD_02011,1,credit_card,1,5005384.93
ORD_02012,1,credit_card,1,2124598.04
ORD_02013,1,credit_card,3,5046731.11
ORD_02014,1,credit_card,1,1530129.93
ORD_02015,1,credit_card,4,3522590.68
ORD_02016,1,credit_card,1,3280469.34
ORD_02017,1,credit_card,1,2226265.54
ORD_02018,1,credit_card,2,2454517.1
ORD_02019,1,credit_card,2,3446849.73
ORD_02020,1,credit_card,3,1189122.26
ORD_02021,1,credit_card,3,1189849.96
ORD_02022,1,credit_card,1,1122110.92
ORD_02023,1,credit_card,1,1995683.5
ORD_02024,1,boleto,5,1877735.91
ORD_02025,1,credit_card,4,5830901.54
ORD_02026,1,voucher,1,1508403.2
ORD_02027,1,boleto,5,1914361.11
ORD_02028,1,voucher,2,2142474.13
ORD_02029,1,debit_card,2,923253.08
ORD_02030,1,boleto,1,836425.39
ORD_02031,1,voucher,1,1719467.65
ORD_02032,1,credit_card,1,1948612.51
ORD_02033,1,boleto,3,2888254.15
ORD_02034,1,boleto,6,1498012.35
ORD_02035,1,credit_card,1,3764286.32
ORD_02036,1,credit_card,5,2022902.8
ORD_02037,1,debit_card,6,3821946.3
ORD_02038,1,credit_card,2,2195719.76
ORD_02039,1,voucher,1,1570926.53
ORD_02040,1,credit_card,4,2309364.19
ORD_02041,1,credit_card,1,1762407.84
ORD_02042,1,boleto,1,1414910.47
ORD_02043,1,credit_card,1,1247875.58
ORD_02044,1,debit_card,1,1769934.6
ORD_02045,1,credit_card,2,2328555.24
ORD_02046,1,voucher,1,2253512.22
ORD_02047,1,voucher,1,7282769.75
ORD_02048,1,voucher,1,3790424.03
ORD_02049,1,credit_card,1,2574164.58
ORD_02050,1,debit_card,1,2453189.1
