review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV_00746,ORD_00746,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-03-31 11:07:26,2024-04-02 11:07:26
REV_00747,ORD_00747,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-07-01 05:43:02,2023-07-06 05:43:02
REV_00748,ORD_00748,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-09-20 19:48:42,2024-09-23 19:48:42
REV_00749,ORD_00749,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-05-14 23:56:27,2023-05-17 23:56:27
REV_00750,ORD_00750,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-08-22 23:25:06,2024-08-27 23:25:06
REV_00751,ORD_00751,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-11-21 12:06:48,2023-11-25 12:06:48
REV_00752,ORD_00752,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-04-02 09:47:49,2023-04-05 09:47:49
REV_00753,ORD_00753,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-08-19 18:01:13,2023-08-19 18:01:13
REV_00754,ORD_00754,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-09-23 07:09:00,2024-09-28 07:09:00
REV_00755,ORD_00755,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-06-28 19:16:24,2024-07-03 19:16:24
REV_00756,ORD_00756,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-04-17 10:37:36,2024-04-18 10:37:36
REV_00757,ORD_00757,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-02-19 03:21:41,2024-02-21 03:21:41
REV_00758,ORD_00758,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-04-18 22:54:53,2023-04-18 22:54:53
REV_00759,ORD_00759,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-10-03 23:40:59,2024-10-05 23:40:59
REV_00760,ORD_00760,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-12-14 09:59:11,2023-12-15 09:59:11
REV_00761,ORD_00761,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-03-10 10:38:26,2023-03-14 10:38:26
REV_00762,ORD_00762,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-10-29 02:27:59,2024-11-02 02:27:59
REV_00763,ORD_00763,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-07-20 06:47:29,2023-07-25 06:47:29
REV_00764,ORD_00764,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-02-05 06:40:18,2023-02-08 06:40:18
REV_00765,ORD_00765,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-09-03 03:32:09,2024-09-03 03:32:09
REV_00766,ORD_00766,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-01-12 10:10:01,2024-01-13 10:10:01
REV_00767,ORD_00767,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-02-28 15:41:43,2023-03-03 15:41:43
REV_00768,ORD_00768,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-03-15 11:07:33,2023-03-18 11:07:33
REV_00769,ORD_00769,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-09-10 03:27:06,2024-09-11 03:27:06
REV_00770,ORD_00770,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-10-28 10:09:50,2023-10-30 10:09:50
REV_00771,ORD_00771,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-03-07 12:54:30,2023-03-10 12:54:30
REV_00772,ORD_00772,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-06-20 00:01:47,2023-06-22 00:01:47
REV_00773,ORD_00773,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-05-21 05:52:34,2023-05-22 05:52:34
REV_00774,ORD_00774,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-03-16 05:09:08,2023-03-20 05:09:08
REV_00775,ORD_00775,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-09-06 23:21:23,2023-09-10 23:21:23
REV_00776,ORD_00776,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-09-07 08:35:31,2024-09-12 08:35:31
REV_00777,ORD_00777,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-10-21 06:34:46,2024-10-21 06:34:46
REV_00778,ORD_00778,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-12-11 10:42:20,2024-12-14 10:42:20
REV_00779,ORD_00779,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-08-12 09:00:39,2023-08-13 09:00:39
REV_00780,ORD_00780,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-07-14 07:47:33,2023-07-15 07:47:33
REV_00781,ORD_00781,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-05-05 08:02:56,2023-05-07 08:02:56
REV_00782,ORD_00782,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-07-19 05:17:36,2024-07-20 05:17:36
REV_00783,ORD_00783,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-05-02 15:34:17,2024-05-03 15:34:17
REV_00784,ORD_00784,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-10-18 06:19:27,2024-10-22 06:19:27
REV_00785,ORD_00785,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-11-23 19:57:26,2024-11-23 19:57:26
REV_00786,ORD_00786,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-04-28 14:30:38,2024-05-02 14:30:38
REV_00787,ORD_00787,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-09-15 18:30:12,2024-09-18 18:30:12
REV_00788,ORD_00788,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-08-07 19:38:02,2024-08-11 19:38:02
REV_00789,ORD_00789,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-06-20 11:29:23,2024-06-23 11:29:23
REV_00790,ORD_00790,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-06-15 02:23:49,2023-06-16 02:23:49
REV_00791,ORD_00791,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-03-21 18:40:16,2023-03-24 18:40:16
REV_00792,ORD_00792,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-12-14 21:41:46,2024-12-15 21:41:46
REV_00793,ORD_00793,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-08-05 03:38:29,2023-08-05 03:38:29
REV_00794,ORD_00794,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-03-30 10:19:42,2024-03-30 10:19:42
REV_00795,ORD_00795,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-07-03 04:37:54,2023-07-04 04:37:54
REV_00796,ORD_00796,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-03-22 06:32:42,2024-03-25 06:32:42
REV_00797,ORD_00797,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-03-26 16:23:59,2023-03-31 16:23:59
REV_00798,ORD_00798,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-11-03 11:04:39,2023-11-08 11:04:39
REV_00799,ORD_00799,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-06-16 01:56:03,2023-06-21 01:56:03
REV_00800,ORD_00800,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-09-15 14:02:41,2024-09-15 14:02:41
REV_00801,ORD_00801,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-03-04 23:10:22,2024-03-05 23:10:22
REV_00802,ORD_00802,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-02-02 19:29:55,2024-02-03 19:29:55
REV_00803,ORD_00803,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-12-03 15:22:38,2024-12-03 15:22:38
REV_00804,ORD_00804,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-08-05 02:34:06,2023-08-05 02:34:06
REV_00805,ORD_00805,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-03-29 16:37:36,2024-04-01 16:37:36
REV_00806,ORD_00806,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-04-26 18:02:22,2024-04-26 18:02:22
REV_00807,ORD_00807,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-08-17 00:52:13,2023-08-17 00:52:13
REV_00808,ORD_00808,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-06-10 20:48:28,2023-06-15 20:48:28
REV_00809,ORD_00809,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-05-11 19:40:40,2024-05-13 19:40:40
REV_00810,ORD_00810,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-01-13 09:52:05,2023-01-16 09:52:05
REV_00811,ORD_00811,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-03-28 18:46:52,2024-03-28 18:46:52
REV_00812,ORD_00812,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-07-29 04:00:14,2023-07-29 04:00:14
REV_00813,ORD_00813,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-07-22 15:24:11,2023-07-25 15:24:11
REV_00814,ORD_00814,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-01-09 22:16:18,2024-01-12 22:16:18
REV_00815,ORD_00815,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-08-26 09:21:12,2023-08-30 09:21:12
REV_00816,ORD_00816,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-07-10 01:36:55,2024-07-11 01:36:55
REV_00817,ORD_00817,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-02-28 15:03:50,2024-03-01 15:03:50
REV_00818,ORD_00818,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-05-07 05:53:09,2024-05-10 05:53:09
REV_00819,ORD_00819,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-01-23 11:09:27,2023-01-27 11:09:27
REV_00820,ORD_00820,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-10-25 16:01:49,2023-10-27 16:01:49
REV_00821,ORD_00821,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-09-18 21:55:44,2024-09-21 21:55:44
REV_00822,ORD_00822,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-05-24 10:27:32,2023-05-24 10:27:32
REV_00823,ORD_00823,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-12-08 15:02:28,2023-12-09 15:02:28
REV_00824,ORD_00824,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-12-05 10:52:32,2023-12-07 10:52:32
REV_00825,ORD_00825,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-02-05 03:14:56,2024-02-08 03:14:56
REV_00826,ORD_00826,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-08-04 05:44:41,2023-08-04 05:44:41
REV_00827,ORD_00827,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-05-14 08:10:22,2024-05-15 08:10:22
REV_00828,ORD_00828,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-06-21 18:07:32,2024-06-21 18:07:32
REV_00829,ORD_00829,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-01-17 04:56:06,2024-01-22 04:56:06
REV_00830,ORD_00830,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-07-27 21:09:48,2023-07-29 21:09:48
REV_00831,ORD_00831,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-05-26 13:35:55,2023-05-27 13:35:55
REV_00832,ORD_00832,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-10-12 07:33:28,2023-10-13 07:33:28
REV_00833,ORD_00833,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-01-05 18:17:56,2024-01-07 18:17:56
REV_00834,ORD_00834,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-03-22 00:21:04,2023-03-27 00:21:04
REV_00835,ORD_00835,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-02-17 08:13:20,2023-02-17 08:13:20
REV_00836,ORD_00836,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-09-04 05:05:23,2023-09-04 05:05:23
REV_00837,ORD_00837,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-12-02 00:41:52,2023-12-03 00:41:52
REV_00838,ORD_00838,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-04-25 08:00:48,2023-04-30 08:00:48
REV_00839,ORD_00839,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-03-31 00:21:46,2024-04-03 00:21:46
REV_00840,ORD_00840,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-07-24 06:26:39,2023-07-24 06:26:39
REV_00841,ORD_00841,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-11-22 11:47:35,2023-11-24 11:47:35
REV_00842,ORD_00842,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-05-11 12:17:14,2023-05-16 12:17:14
REV_00843,ORD_00843,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-10-13 16:10:10,2023-10-14 16:10:10
REV_00844,ORD_00844,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-12-02 04:21:34,2024-12-07 04:21:34
REV_00845,ORD_00845,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-10-05 19:19:17,2023-10-05 19:19:17
REV_00846,ORD_00846,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-06-17 21:29:26,2023-06-21 21:29:26
REV_00847,ORD_00847,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-06-27 12:00:27,2024-06-28 12:00:27
REV_00848,ORD_00848,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-12-18 01:46:43,2024-12-23 01:46:43
REV_00849,ORD_00849,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-09-19 14:18:10,2023-09-20 14:18:10
REV_00850,ORD_00850,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-09-09 11:40:16,2023-09-14 11:40:16
REV_00851,ORD_00851,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-05-11 21:32:27,2024-05-13 21:32:27
REV_00852,ORD_00852,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-04-14 12:40:44,2023-04-17 12:40:44
REV_00853,ORD_00853,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-04-17 03:33:39,2024-04-18 03:33:39
REV_00854,ORD_00854,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-12-25 22:48:51,2024-12-27 22:48:51
REV_00855,ORD_00855,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-05-29 05:04:54,2024-05-31 05:04:54
REV_00856,ORD_00856,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-04-06 17:26:30,2023-04-06 17:26:30
REV_00857,ORD_00857,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-06-03 06:49:33,2023-06-04 06:49:33
REV_00858,ORD_00858,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-05-12 07:53:24,2024-05-17 07:53:24
REV_00859,ORD_00859,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-04-07 12:11:06,2023-04-12 12:11:06
REV_00860,ORD_00860,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-08-18 07:16:00,2024-08-20 07:16:00
REV_00861,ORD_00861,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-11-05 20:26:48,2024-11-08 20:26:48
REV_00862,ORD_00862,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-09-09 12:04:39,2024-09-10 12:04:39
REV_00863,ORD_00863,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-04-25 11:37:20,2024-04-25 11:37:20
REV_00864,ORD_00864,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-01-08 02:07:27,2024-01-08 02:07:27
REV_00865,ORD_00865,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-10-11 15:32:06,2024-10-11 15:32:06
REV_00866,ORD_00866,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-11-24 13:08:47,2024-11-29 13:08:47
REV_00867,ORD_00867,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-08-24 22:18:43,2023-08-29 22:18:43
REV_00868,ORD_00868,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-07-19 20:20:21,2023-07-23 20:20:21
REV_00869,ORD_00869,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-12-17 11:41:34,2023-12-17 11:41:34
REV_00870,ORD_00870,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-03-21 04:35:12,2024-03-26 04:35:12
REV_00871,ORD_00871,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-12-01 17:07:00,2023-12-04 17:07:00
REV_00872,ORD_00872,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-08-31 14:19:35,2024-09-02 14:19:35
REV_00873,ORD_00873,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-08-25 10:29:10,2024-08-29 10:29:10
REV_00874,ORD_00874,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-12-15 02:22:16,2024-12-18 02:22:16
REV_00875,ORD_00875,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-12-13 15:14:12,2024-12-16 15:14:12
REV_00876,ORD_00876,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-09-27 11:42:09,2023-09-29 11:42:09
REV_00877,ORD_00877,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-05-21 05:45:28,2023-05-26 05:45:28
REV_00878,ORD_00878,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-09-10 23:05:34,2023-09-14 23:05:34
REV_00879,ORD_00879,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-08-04 02:12:38,2024-08-06 02:12:38
REV_00880,ORD_00880,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-07-24 22:41:25,2023-07-27 22:41:25
REV_00881,ORD_00881,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-11-18 10:06:12,2023-11-23 10:06:12
REV_00882,ORD_00882,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-09-13 21:29:11,2024-09-18 21:29:11
REV_00883,ORD_00883,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-11-17 11:42:43,2024-11-21 11:42:43
REV_00884,ORD_00884,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-06-05 09:22:56,2024-06-06 09:22:56
REV_00885,ORD_00885,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-08-09 11:16:24,2023-08-09 11:16:24
REV_00886,ORD_00886,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-03-31 05:49:44,2024-04-01 05:49:44
REV_00887,ORD_00887,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-01-05 00:47:58,2023-01-06 00:47:58
REV_00888,ORD_00888,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-04-21 03:59:52,2024-04-25 03:59:52
REV_00889,ORD_00889,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-12-27 17:22:29,2023-12-27 17:22:29
REV_00890,ORD_00890,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-11-29 19:55:09,2023-12-03 19:55:09
REV_00891,ORD_00891,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-11-10 02:22:54,2023-11-12 02:22:54
REV_00892,ORD_00892,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-04-17 07:40:38,2024-04-21 07:40:38
REV_00893,ORD_00893,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-03-22 19:55:18,2024-03-22 19:55:18
REV_00894,ORD_00894,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-05-17 11:37:57,2024-05-17 11:37:57
REV_00895,ORD_00895,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-06-06 15:17:09,2024-06-07 15:17:09
REV_00896,ORD_00896,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-12-10 00:43:59,2024-12-15 00:43:59
REV_00897,ORD_00897,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-06-14 17:56:57,2024-06-14 17:56:57
REV_00898,ORD_00898,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-05-15 09:04:08,2023-05-16 09:04:08
REV_00899,ORD_00899,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-05-19 21:17:54,2023-05-19 21:17:54
REV_00900,ORD_00900,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-05-31 22:02:42,2024-06-01 22:02:42
REV_00901,ORD_00901,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-11-20 15:20:03,2024-11-25 15:20:03
REV_00902,ORD_00902,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-10-20 04:26:36,2024-10-24 04:26:36
REV_00903,ORD_00903,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-09-02 12:57:52,2024-09-02 12:57:52
REV_00904,ORD_00904,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-12-29 23:38:37,2025-01-02 23:38:37
REV_00905,ORD_00905,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-02-11 05:44:56,2024-02-11 05:44:56
REV_00906,ORD_00906,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-07-31 20:17:29,2023-08-05 20:17:29
REV_00907,ORD_00907,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-01-07 02:13:32,2023-01-12 02:13:32
REV_00908,ORD_00908,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-03-30 15:33:59,2023-03-31 15:33:59
REV_00909,ORD_00909,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-04-17 04:45:15,2023-04-22 04:45:15
REV_00910,ORD_00910,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-11-16 05:44:35,2023-11-16 05:44:35
REV_00911,ORD_00911,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-12-14 20:24:22,2024-12-16 20:24:22
REV_00912,ORD_00912,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-12-09 10:28:12,2023-12-13 10:28:12
REV_00913,ORD_00913,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-11-10 22:29:58,2023-11-13 22:29:58
REV_00914,ORD_00914,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-05-05 17:05:41,2024-05-09 17:05:41
REV_00915,ORD_00915,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-10-02 17:09:47,2023-10-05 17:09:47
REV_00916,ORD_00916,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-03-21 11:17:25,2023-03-21 11:17:25
REV_00917,ORD_00917,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-07-08 09:37:07,2024-07-13 09:37:07
REV_00918,ORD_00918,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-06-24 10:09:00,2024-06-25 10:09:00
REV_00919,ORD_00919,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-08-19 08:53:45,2023-08-24 08:53:45
REV_00920,ORD_00920,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-06-24 05:01:50,2024-06-28 05:01:50
REV_00921,ORD_00921,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-03-09 10:38:16,2024-03-14 10:38:16
REV_00922,ORD_00922,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-01-03 16:18:42,2024-01-03 16:18:42
REV_00923,ORD_00923,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-02-13 06:34:32,2024-02-13 06:34:32
REV_00924,ORD_00924,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-01-05 01:40:42,2023-01-07 01:40:42
REV_00925,ORD_00925,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-03-30 11:48:47,2024-04-02 11:48:47
REV_00926,ORD_00926,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-03-13 07:16:24,2024-03-13 07:16:24
REV_00927,ORD_00927,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-09-04 20:42:23,2023-09-09 20:42:23
REV_00928,ORD_00928,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-09-05 22:02:27,2023-09-07 22:02:27
