order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD_02478,CUS_02922,delivered,2024-01-04 18:43:00,2024-01-04 19:13:00,2024-01-05 19:13:00,2024-01-07 19:13:00,2024-01-11 18:43:00
ORD_02479,CUS_02695,delivered,2024-01-04 18:46:00,2024-01-04 19:16:00,2024-01-05 19:16:00,2024-01-07 19:16:00,2024-01-11 18:46:00
ORD_02480,CUS_00422,delivered,2024-01-04 18:53:00,2024-01-04 19:23:00,2024-01-05 19:23:00,2024-01-07 19:23:00,2024-01-11 18:53:00
ORD_02481,CUS_01895,delivered,2024-01-04 18:54:00,2024-01-04 19:24:00,2024-01-05 19:24:00,2024-01-07 19:24:00,2024-01-11 18:54:00
ORD_02482,CUS_03902,delivered,2024-01-04 18:54:00,2024-01-04 19:24:00,2024-01-05 19:24:00,2024-01-07 19:24:00,2024-01-11 18:54:00
ORD_02483,CUS_00665,delivered,2024-01-04 18:55:00,2024-01-04 19:25:00,2024-01-05 19:25:00,2024-01-07 19:25:00,2024-01-11 18:55:00
ORD_02484,CUS_00803,delivered,2024-01-04 18:58:00,2024-01-04 19:28:00,2024-01-05 19:28:00,2024-01-07 19:28:00,2024-01-11 18:58:00
ORD_02485,CUS_01833,delivered,2024-01-04 18:59:00,2024-01-04 19:29:00,2024-01-05 19:29:00,2024-01-07 19:29:00,2024-01-11 18:59:00
ORD_02486,CUS_01834,delivered,2024-01-04 18:59:00,2024-01-04 19:29:00,2024-01-05 19:29:00,2024-01-07 19:29:00,2024-01-11 18:59:00
ORD_02487,CUS_00915,delivered,2024-01-04 19:02:00,2024-01-04 19:32:00,2024-01-05 19:32:00,2024-01-07 19:32:00,2024-01-11 19:02:00
ORD_02488,CUS_00528,delivered,2024-01-04 19:03:00,2024-01-04 19:33:00,2024-01-05 19:33:00,2024-01-07 19:33:00,2024-01-11 19:03:00
ORD_02489,CUS_04430,delivered,2024-01-04 19:05:00,2024-01-04 19:35:00,2024-01-05 19:35:00,2024-01-07 19:35:00,2024-01-11 19:05:00
ORD_02490,CUS_01368,delivered,2024-01-04 19:13:00,2024-01-04 19:43:00,2024-01-05 19:43:00,2024-01-07 19:43:00,2024-01-11 19:13:00
ORD_02491,CUS_03593,delivered,2024-01-04 19:15:00,2024-01-04 19:45:00,2024-01-05 19:45:00,2024-01-07 19:45:00,2024-01-11 19:15:00
ORD_02492,CUS_03505,delivered,2024-01-04 19:22:00,2024-01-04 19:52:00,2024-01-05 19:52:00,2024-01-07 19:52:00,2024-01-11 19:22:00
ORD_02493,CUS_02890,delivered,2024-01-04 19:22:00,2024-01-04 19:52:00,2024-01-05 19:52:00,2024-01-07 19:52:00,2024-01-11 19:22:00
ORD_02494,CUS_03892,delivered,2024-01-04 19:25:00,2024-01-04 19:55:00,2024-01-05 19:55:00,2024-01-07 19:55:00,2024-01-11 19:25:00
ORD_02495,CUS_01743,delivered,2024-01-04 19:26:00,2024-01-04 19:56:00,2024-01-05 19:56:00,2024-01-07 19:56:00,2024-01-11 19:26:00
ORD_02496,CUS_01586,delivered,2024-01-04 19:27:00,2024-01-04 19:57:00,2024-01-05 19:57:00,2024-01-07 19:57:00,2024-01-11 19:27:00
ORD_02497,CUS_03796,delivered,2024-01-04 19:27:00,2024-01-04 19:57:00,2024-01-05 19:57:00,2024-01-07 19:57:00,2024-01-11 19:27:00
ORD_02498,CUS_02455,delivered,2024-01-04 19:31:00,2024-01-04 20:01:00,2024-01-05 20:01:00,2024-01-07 20:01:00,2024-01-11 19:31:00
ORD_02499,CUS_01658,delivered,2024-01-04 19:33:00,2024-01-04 20:03:00,2024-01-05 20:03:00,2024-01-07 20:03:00,2024-01-11 19:33:00
ORD_02500,CUS_02876,delivered,2024-01-04 19:37:00,2024-01-04 20:07:00,2024-01-05 20:07:00,2024-01-07 20:07:00,2024-01-11 19:37:00
ORD_02501,CUS_02085,delivered,2024-01-04 19:38:00,2024-01-04 20:08:00,2024-01-05 20:08:00,2024-01-07 20:08:00,2024-01-11 19:38:00
ORD_02502,CUS_00917,delivered,2024-01-04 19:42:00,2024-01-04 20:12:00,2024-01-05 20:12:00,2024-01-07 20:12:00,2024-01-11 19:42:00
ORD_02503,CUS_04023,delivered,2024-01-04 19:43:00,2024-01-04 20:13:00,2024-01-05 20:13:00,2024-01-07 20:13:00,2024-01-11 19:43:00
ORD_02504,CUS_01007,delivered,2024-01-04 19:44:00,2024-01-04 20:14:00,2024-01-05 20:14:00,2024-01-07 20:14:00,2024-01-11 19:44:00
ORD_02505,CUS_02200,delivered,2024-01-04 19:46:00,2024-01-04 20:16:00,2024-01-05 20:16:00,2024-01-07 20:16:00,2024-01-11 19:46:00
ORD_02506,CUS_04977,delivered,2024-01-04 19:49:00,2024-01-04 20:19:00,2024-01-05 20:19:00,2024-01-07 20:19:00,2024-01-11 19:49:00
ORD_02507,CUS_01404,delivered,2024-01-04 19:51:00,2024-01-04 20:21:00,2024-01-05 20:21:00,2024-01-07 20:21:00,2024-01-11 19:51:00
ORD_02508,CUS_01686,delivered,2024-01-04 19:51:00,2024-01-04 20:21:00,2024-01-05 20:21:00,2024-01-07 20:21:00,2024-01-11 19:51:00
ORD_02509,CUS_04291,delivered,2024-01-04 19:51:00,2024-01-04 20:21:00,2024-01-05 20:21:00,2024-01-07 20:21:00,2024-01-11 19:51:00
ORD_02510,CUS_04230,delivered,2024-01-04 19:56:00,2024-01-04 20:26:00,2024-01-05 20:26:00,2024-01-07 20:26:00,2024-01-11 19:56:00
ORD_02511,CUS_01026,delivered,2024-01-04 20:02:00,2024-01-04 20:32:00,2024-01-05 20:32:00,2024-01-07 20:32:00,2024-01-11 20:02:00
ORD_02512,CUS_02177,delivered,2024-01-04 20:04:00,2024-01-04 20:34:00,2024-01-05 20:34:00,2024-01-07 20:34:00,2024-01-11 20:04:00
ORD_02513,CUS_04779,delivered,2024-01-04 20:07:00,2024-01-04 20:37:00,2024-01-05 20:37:00,2024-01-07 20:37:00,2024-01-11 20:07:00
ORD_02514,CUS_03323,delivered,2024-01-04 20:09:00,2024-01-04 20:39:00,2024-01-05 20:39:00,2024-01-07 20:39:00,2024-01-11 20:09:00
ORD_02515,CUS_01413,delivered,2024-01-04 20:10:00,2024-01-04 20:40:00,2024-01-05 20:40:00,2024-01-07 20:40:00,2024-01-11 20:10:00
ORD_02516,CUS_03751,delivered,2024-01-04 20:10:00,2024-01-04 20:40:00,2024-01-05 20:40:00,2024-01-07 20:40:00,2024-01-11 20:10:00
ORD_02517,CUS_04518,delivered,2024-01-04 20:11:00,2024-01-04 20:41:00,2024-01-05 20:41:00,2024-01-07 20:41:00,2024-01-11 20:11:00
ORD_02518,CUS_02893,delivered,2024-01-04 20:11:00,2024-01-04 20:41:00,2024-01-05 20:41:00,2024-01-07 20:41:00,2024-01-11 20:11:00
ORD_02519,CUS_04702,delivered,2024-01-04 20:16:00,2024-01-04 20:46:00,2024-01-05 20:46:00,2024-01-07 20:46:00,2024-01-11 20:16:00
ORD_02520,CUS_03721,delivered,2024-01-04 20:18:00,2024-01-04 20:48:00,2024-01-05 20:48:00,2024-01-07 20:48:00,2024-01-11 20:18:00
ORD_02521,CUS_01784,delivered,2024-01-04 20:18:00,2024-01-04 20:48:00,2024-01-05 20:48:00,2024-01-07 20:48:00,2024-01-11 20:18:00
ORD_02522,CUS_01817,delivered,2024-01-04 20:18:00,2024-01-04 20:48:00,2024-01-05 20:48:00,2024-01-07 20:48:00,2024-01-11 20:18:00
ORD_02523,CUS_01255,delivered,2024-01-04 20:19:00,2024-01-04 20:49:00,2024-01-05 20:49:00,2024-01-07 20:49:00,2024-01-11 20:19:00
ORD_02524,CUS_02403,delivered,2024-01-04 20:25:00,2024-01-04 20:55:00,2024-01-05 20:55:00,2024-01-07 20:55:00,2024-01-11 20:25:00
ORD_02525,CUS_04661,delivered,2024-01-04 20:26:00,2024-01-04 20:56:00,2024-01-05 20:56:00,2024-01-07 20:56:00,2024-01-11 20:26:00
ORD_02526,CUS_02149,delivered,2024-01-04 20:29:00,2024-01-04 20:59:00,2024-01-05 20:59:00,2024-01-07 20:59:00,2024-01-11 20:29:00
ORD_02527,CUS_03669,delivered,2024-01-04 20:31:00,2024-01-04 21:01:00,2024-01-05 21:01:00,2024-01-07 21:01:00,2024-01-11 20:31:00
ORD_02528,CUS_03535,delivered,2024-01-04 20:33:00,2024-01-04 21:03:00,2024-01-05 21:03:00,2024-01-07 21:03:00,2024-01-11 20:33:00
ORD_02529,CUS_01387,delivered,2024-01-04 20:40:00,2024-01-04 21:10:00,2024-01-05 21:10:00,2024-01-07 21:10:00,2024-01-11 20:40:00
ORD_02530,CUS_03299,delivered,2024-01-04 20:45:00,2024-01-04 21:15:00,2024-01-05 21:15:00,2024-01-07 21:15:00,2024-01-11 20:45:00
ORD_02531,CUS_04333,delivered,2024-01-04 20:45:00,2024-01-04 21:15:00,2024-01-05 21:15:00,2024-01-07 21:15:00,2024-01-11 20:45:00
ORD_02532,CUS_01812,delivered,2024-01-04 20:45:00,2024-01-04 21:15:00,2024-01-05 21:15:00,2024-01-07 21:15:00,2024-01-11 20:45:00
ORD_02533,CUS_02856,delivered,2024-01-04 20:46:00,2024-01-04 21:16:00,2024-01-05 21:16:00,2024-01-07 21:16:00,2024-01-11 20:46:00
ORD_02534,CUS_03347,delivered,2024-01-04 20:46:00,2024-01-04 21:16:00,2024-01-05 21:16:00,2024-01-07 21:16:00,2024-01-11 20:46:00
ORD_02535,CUS_01129,delivered,2024-01-04 20:48:00,2024-01-04 21:18:00,2024-01-05 21:18:00,2024-01-07 21:18:00,2024-01-11 20:48:00
ORD_02536,CUS_03930,delivered,2024-01-04 20:49:00,2024-01-04 21:19:00,2024-01-05 21:19:00,2024-01-07 21:19:00,2024-01-11 20:49:00
ORD_02537,CUS_01379,delivered,2024-01-04 20:50:00,2024-01-04 21:20:00,2024-01-05 21:20:00,2024-01-07 21:20:00,2024-01-11 20:50:00
ORD_02538,CUS_03968,delivered,2024-01-04 20:50:00,2024-01-04 21:20:00,2024-01-05 21:20:00,2024-01-07 21:20:00,2024-01-11 20:50:00
ORD_02539,CUS_00325,delivered,2024-01-04 20:51:00,2024-01-04 21:21:00,2024-01-05 21:21:00,2024-01-07 21:21:00,2024-01-11 20:51:00
ORD_02540,CUS_00966,delivered,2024-01-04 20:53:00,2024-01-04 21:23:00,2024-01-05 21:23:00,2024-01-07 21:23:00,2024-01-11 20:53:00
ORD_02541,CUS_00227,delivered,2024-01-04 20:58:00,2024-01-04 21:28:00,2024-01-05 21:28:00,2024-01-07 21:28:00,2024-01-11 20:58:00
ORD_02542,CUS_02951,delivered,2024-01-04 21:01:00,2024-01-04 21:31:00,2024-01-05 21:31:00,2024-01-07 21:31:00,2024-01-11 21:01:00
ORD_02543,CUS_04718,delivered,2024-01-04 21:02:00,2024-01-04 21:32:00,2024-01-05 21:32:00,2024-01-07 21:32:00,2024-01-11 21:02:00
ORD_02544,CUS_03016,delivered,2024-01-04 21:06:00,2024-01-04 21:36:00,2024-01-05 21:36:00,2024-01-07 21:36:00,2024-01-11 21:06:00
ORD_02545,CUS_03855,delivered,2024-01-04 21:07:00,2024-01-04 21:37:00,2024-01-05 21:37:00,2024-01-07 21:37:00,2024-01-11 21:07:00
ORD_02546,CUS_02513,delivered,2024-01-04 21:10:00,2024-01-04 21:40:00,2024-01-05 21:40:00,2024-01-07 21:40:00,2024-01-11 21:10:00
ORD_02547,CUS_02927,delivered,2024-01-04 21:13:00,2024-01-04 21:43:00,2024-01-05 21:43:00,2024-01-07 21:43:00,2024-01-11 21:13:00
ORD_02548,CUS_01851,delivered,2024-01-04 21:16:00,2024-01-04 21:46:00,2024-01-05 21:46:00,2024-01-07 21:46:00,2024-01-11 21:16:00
ORD_02549,CUS_03550,delivered,2024-01-04 21:20:00,2024-01-04 21:50:00,2024-01-05 21:50:00,2024-01-07 21:50:00,2024-01-11 21:20:00
ORD_02550,CUS_03531,delivered,2024-01-04 21:23:00,2024-01-04 21:53:00,2024-01-05 21:53:00,2024-01-07 21:53:00,2024-01-11 21:23:00
ORD_02551,CUS_00822,delivered,2024-01-04 21:25:00,2024-01-04 21:55:00,2024-01-05 21:55:00,2024-01-07 21:55:00,2024-01-11 21:25:00
ORD_02552,CUS_03178,delivered,2024-01-04 21:26:00,2024-01-04 21:56:00,2024-01-05 21:56:00,2024-01-07 21:56:00,2024-01-11 21:26:00
ORD_02553,CUS_02587,delivered,2024-01-04 21:26:00,2024-01-04 21:56:00,2024-01-05 21:56:00,2024-01-07 21:56:00,2024-01-11 21:26:00
ORD_02554,CUS_02643,delivered,2024-01-04 21:27:00,2024-01-04 21:57:00,2024-01-05 21:57:00,2024-01-07 21:57:00,2024-01-11 21:27:00
ORD_02555,CUS_03864,delivered,2024-01-04 21:35:00,2024-01-04 22:05:00,2024-01-05 22:05:00,2024-01-07 22:05:00,2024-01-11 21:35:00
ORD_02556,CUS_01888,delivered,2024-01-04 21:36:00,2024-01-04 22:06:00,2024-01-05 22:06:00,2024-01-07 22:06:00,2024-01-11 21:36:00
ORD_02557,CUS_00110,delivered,2024-01-04 21:37:00,2024-01-04 22:07:00,2024-01-05 22:07:00,2024-01-07 22:07:00,2024-01-11 21:37:00
ORD_02558,CUS_03653,delivered,2024-01-04 21:38:00,2024-01-04 22:08:00,2024-01-05 22:08:00,2024-01-07 22:08:00,2024-01-11 21:38:00
ORD_02559,CUS_03602,delivered,2024-01-04 21:40:00,2024-01-04 22:10:00,2024-01-05 22:10:00,2024-01-07 22:10:00,2024-01-11 21:40:00
ORD_02560,CUS_01800,delivered,2024-01-04 21:40:00,2024-01-04 22:10:00,2024-01-05 22:10:00,2024-01-07 22:10:00,2024-01-11 21:40:00
ORD_02561,CUS_01301,delivered,2024-01-04 21:41:00,2024-01-04 22:11:00,2024-01-05 22:11:00,2024-01-07 22:11:00,2024-01-11 21:41:00
ORD_02562,CUS_01677,delivered,2024-01-04 21:45:00,2024-01-04 22:15:00,2024-01-05 22:15:00,2024-01-07 22:15:00,2024-01-11 21:45:00
ORD_02563,CUS_03573,delivered,2024-01-04 21:49:00,2024-01-04 22:19:00,2024-01-05 22:19:00,2024-01-07 22:19:00,2024-01-11 21:49:00
ORD_02564,CUS_01769,delivered,2024-01-04 21:51:00,2024-01-04 22:21:00,2024-01-05 22:21:00,2024-01-07 22:21:00,2024-01-11 21:51:00
ORD_02565,CUS_03422,delivered,2024-01-04 21:51:00,2024-01-04 22:21:00,2024-01-05 22:21:00,2024-01-07 22:21:00,2024-01-11 21:51:00
ORD_02566,CUS_00818,delivered,2024-01-04 21:57:00,2024-01-04 22:27:00,2024-01-05 22:27:00,2024-01-07 22:27:00,2024-01-11 21:57:00
ORD_02567,CUS_00141,delivered,2024-01-04 21:57:00,2024-01-04 22:27:00,2024-01-05 22:27:00,2024-01-07 22:27:00,2024-01-11 21:57:00
ORD_02568,CUS_04190,delivered,2024-01-04 22:02:00,2024-01-04 22:32:00,2024-01-05 22:32:00,2024-01-07 22:32:00,2024-01-11 22:02:00
ORD_02569,CUS_01930,delivered,2024-01-04 22:06:00,2024-01-04 22:36:00,2024-01-05 22:36:00,2024-01-07 22:36:00,2024-01-11 22:06:00
ORD_02570,CUS_03746,delivered,2024-01-04 22:07:00,2024-01-04 22:37:00,2024-01-05 22:37:00,2024-01-07 22:37:00,2024-01-11 22:07:00
ORD_02571,CUS_04944,delivered,2024-01-04 22:08:00,2024-01-04 22:38:00,2024-01-05 22:38:00,2024-01-07 22:38:00,2024-01-11 22:08:00
ORD_02572,CUS_03536,delivered,2024-01-04 22:08:00,2024-01-04 22:38:00,2024-01-05 22:38:00,2024-01-07 22:38:00,2024-01-11 22:08:00
ORD_02573,CUS_01261,delivered,2024-01-04 22:08:00,2024-01-04 22:38:00,2024-01-05 22:38:00,2024-01-07 22:38:00,2024-01-11 22:08:00
ORD_02574,CUS_01697,delivered,2024-01-04 22:11:00,2024-01-04 22:41:00,2024-01-05 22:41:00,2024-01-07 22:41:00,2024-01-11 22:11:00
ORD_02575,CUS_02254,delivered,2024-01-04 22:12:00,2024-01-04 22:42:00,2024-01-05 22:42:00,2024-01-07 22:42:00,2024-01-11 22:12:00
ORD_02576,CUS_03129,delivered,2024-01-04 22:12:00,2024-01-04 22:42:00,2024-01-05 22:42:00,2024-01-07 22:42:00,2024-01-11 22:12:00
ORD_02577,CUS_04553,delivered,2024-01-04 22:13:00,2024-01-04 22:43:00,2024-01-05 22:43:00,2024-01-07 22:43:00,2024-01-11 22:13:00
ORD_02578,CUS_00512,delivered,2024-01-04 22:13:00,2024-01-04 22:43:00,2024-01-05 22:43:00,2024-01-07 22:43:00,2024-01-11 22:13:00
ORD_02579,CUS_03480,delivered,2024-01-04 22:14:00,2024-01-04 22:44:00,2024-01-05 22:44:00,2024-01-07 22:44:00,2024-01-11 22:14:00
ORD_02580,CUS_02021,delivered,2024-01-04 22:14:00,2024-01-04 22:44:00,2024-01-05 22:44:00,2024-01-07 22:44:00,2024-01-11 22:14:00
ORD_02581,CUS_00436,delivered,2024-01-04 22:16:00,2024-01-04 22:46:00,2024-01-05 22:46:00,2024-01-07 22:46:00,2024-01-11 22:16:00
ORD_02582,CUS_00398,delivered,2024-01-04 22:17:00,2024-01-04 22:47:00,2024-01-05 22:47:00,2024-01-07 22:47:00,2024-01-11 22:17:00
ORD_02583,CUS_04220,delivered,2024-01-04 22:18:00,2024-01-04 22:48:00,2024-01-05 22:48:00,2024-01-07 22:48:00,2024-01-11 22:18:00
ORD_02584,CUS_04507,delivered,2024-01-04 22:23:00,2024-01-04 22:53:00,2024-01-05 22:53:00,2024-01-07 22:53:00,2024-01-11 22:23:00
ORD_02585,CUS_01499,delivered,2024-01-04 22:23:00,2024-01-04 22:53:00,2024-01-05 22:53:00,2024-01-07 22:53:00,2024-01-11 22:23:00
ORD_02586,CUS_01755,delivered,2024-01-04 22:24:00,2024-01-04 22:54:00,2024-01-05 22:54:00,2024-01-07 22:54:00,2024-01-11 22:24:00
ORD_02587,CUS_02728,delivered,2024-01-04 22:28:00,2024-01-04 22:58:00,2024-01-05 22:58:00,2024-01-07 22:58:00,2024-01-11 22:28:00
ORD_02588,CUS_00786,delivered,2024-01-04 22:30:00,2024-01-04 23:00:00,2024-01-05 23:00:00,2024-01-07 23:00:00,2024-01-11 22:30:00
ORD_02589,CUS_00916,delivered,2024-01-04 22:31:00,2024-01-04 23:01:00,2024-01-05 23:01:00,2024-01-07 23:01:00,2024-01-11 22:31:00
ORD_02590,CUS_04077,delivered,2024-01-04 22:32:00,2024-01-04 23:02:00,2024-01-05 23:02:00,2024-01-07 23:02:00,2024-01-11 22:32:00
ORD_02591,CUS_00127,delivered,2024-01-04 22:32:00,2024-01-04 23:02:00,2024-01-05 23:02:00,2024-01-07 23:02:00,2024-01-11 22:32:00
ORD_02592,CUS_02450,delivered,2024-01-04 22:34:00,2024-01-04 23:04:00,2024-01-05 23:04:00,2024-01-07 23:04:00,2024-01-11 22:34:00
ORD_02593,CUS_00070,delivered,2024-01-04 22:35:00,2024-01-04 23:05:00,2024-01-05 23:05:00,2024-01-07 23:05:00,2024-01-11 22:35:00
ORD_02594,CUS_04805,delivered,2024-01-04 22:35:00,2024-01-04 23:05:00,2024-01-05 23:05:00,2024-01-07 23:05:00,2024-01-11 22:35:00
ORD_02595,CUS_00824,delivered,2024-01-04 22:39:00,2024-01-04 23:09:00,2024-01-05 23:09:00,2024-01-07 23:09:00,2024-01-11 22:39:00
ORD_02596,CUS_03115,delivered,2024-01-04 22:40:00,2024-01-04 23:10:00,2024-01-05 23:10:00,2024-01-07 23:10:00,2024-01-11 22:40:00
ORD_02597,CUS_02336,delivered,2024-01-04 22:42:00,2024-01-04 23:12:00,2024-01-05 23:12:00,2024-01-07 23:12:00,2024-01-11 22:42:00
ORD_02598,CUS_01608,delivered,2024-01-04 22:43:00,2024-01-04 23:13:00,2024-01-05 23:13:00,2024-01-07 23:13:00,2024-01-11 22:43:00
ORD_02599,CUS_01447,delivered,2024-01-04 22:43:00,2024-01-04 23:13:00,2024-01-05 23:13:00,2024-01-07 23:13:00,2024-01-11 22:43:00
ORD_02600,CUS_03608,delivered,2024-01-04 22:45:00,2024-01-04 23:15:00,2024-01-05 23:15:00,2024-01-07 23:15:00,2024-01-11 22:45:00
ORD_02601,CUS_03116,delivered,2024-01-04 22:46:00,2024-01-04 23:16:00,2024-01-05 23:16:00,2024-01-07 23:16:00,2024-01-11 22:46:00
ORD_02602,CUS_02596,delivered,2024-01-04 22:47:00,2024-01-04 23:17:00,2024-01-05 23:17:00,2024-01-07 23:17:00,2024-01-11 22:47:00
ORD_02603,CUS_01146,delivered,2024-01-04 22:47:00,2024-01-04 23:17:00,2024-01-05 23:17:00,2024-01-07 23:17:00,2024-01-11 22:47:00
ORD_02604,CUS_03912,delivered,2024-01-04 22:48:00,2024-01-04 23:18:00,2024-01-05 23:18:00,2024-01-07 23:18:00,2024-01-11 22:48:00
ORD_02605,CUS_01014,delivered,2024-01-04 22:50:00,2024-01-04 23:20:00,2024-01-05 23:20:00,2024-01-07 23:20:00,2024-01-11 22:50:00
ORD_02606,CUS_03649,delivered,2024-01-04 22:50:00,2024-01-04 23:20:00,2024-01-05 23:20:00,2024-01-07 23:20:00,2024-01-11 22:50:00
ORD_02607,CUS_03439,delivered,2024-01-04 22:51:00,2024-01-04 23:21:00,2024-01-05 23:21:00,2024-01-07 23:21:00,2024-01-11 22:51:00
ORD_02608,CUS_03276,delivered,2024-01-04 22:51:00,2024-01-04 23:21:00,2024-01-05 23:21:00,2024-01-07 23:21:00,2024-01-11 22:51:00
ORD_02609,CUS_01280,delivered,2024-01-04 22:52:00,2024-01-04 23:22:00,2024-01-05 23:22:00,2024-01-07 23:22:00,2024-01-11 22:52:00
ORD_02610,CUS_02311,delivered,2024-01-04 22:53:00,2024-01-04 23:23:00,2024-01-05 23:23:00,2024-01-07 23:23:00,2024-01-11 22:53:00
ORD_02611,CUS_02149,delivered,2024-01-04 22:55:00,2024-01-04 23:25:00,2024-01-05 23:25:00,2024-01-07 23:25:00,2024-01-11 22:55:00
ORD_02612,CUS_00820,delivered,2024-01-04 22:55:00,2024-01-04 23:25:00,2024-01-05 23:25:00,2024-01-07 23:25:00,2024-01-11 22:55:00
ORD_02613,CUS_01984,delivered,2024-01-04 22:56:00,2024-01-04 23:26:00,2024-01-05 23:26:00,2024-01-07 23:26:00,2024-01-11 22:56:00
ORD_02614,CUS_03931,delivered,2024-01-04 23:00:00,2024-01-04 23:30:00,2024-01-05 23:30:00,2024-01-07 23:30:00,2024-01-11 23:00:00
ORD_02615,CUS_00510,delivered,2024-01-04 23:00:00,2024-01-04 23:30:00,2024-01-05 23:30:00,2024-01-07 23:30:00,2024-01-11 23:00:00
ORD_02616,CUS_03480,delivered,2024-01-04 23:06:00,2024-01-04 23:36:00,2024-01-05 23:36:00,2024-01-07 23:36:00,2024-01-11 23:06:00
ORD_02617,CUS_02789,delivered,2024-01-04 23:07:00,2024-01-04 23:37:00,2024-01-05 23:37:00,2024-01-07 23:37:00,2024-01-11 23:07:00
ORD_02618,CUS_04555,delivered,2024-01-04 23:10:00,2024-01-04 23:40:00,2024-01-05 23:40:00,2024-01-07 23:40:00,2024-01-11 23:10:00
ORD_02619,CUS_01662,delivered,2024-01-04 23:11:00,2024-01-04 23:41:00,2024-01-05 23:41:00,2024-01-07 23:41:00,2024-01-11 23:11:00
ORD_02620,CUS_04165,delivered,2024-01-04 23:12:00,2024-01-04 23:42:00,2024-01-05 23:42:00,2024-01-07 23:42:00,2024-01-11 23:12:00
ORD_02621,CUS_01514,delivered,2024-01-04 23:13:00,2024-01-04 23:43:00,2024-01-05 23:43:00,2024-01-07 23:43:00,2024-01-11 23:13:00
ORD_02622,CUS_04347,delivered,2024-01-04 23:13:00,2024-01-04 23:43:00,2024-01-05 23:43:00,2024-01-07 23:43:00,2024-01-11 23:13:00
ORD_02623,CUS_01412,delivered,2024-01-04 23:16:00,2024-01-04 23:46:00,2024-01-05 23:46:00,2024-01-07 23:46:00,2024-01-11 23:16:00
ORD_02624,CUS_02211,delivered,2024-01-04 23:18:00,2024-01-04 23:48:00,2024-01-05 23:48:00,2024-01-07 23:48:00,2024-01-11 23:18:00
ORD_02625,CUS_02764,delivered,2024-01-04 23:27:00,2024-01-04 23:57:00,2024-01-05 23:57:00,2024-01-07 23:57:00,2024-01-11 23:27:00
ORD_02626,CUS_02486,delivered,2024-01-04 23:29:00,2024-01-04 23:59:00,2024-01-05 23:59:00,2024-01-07 23:59:00,2024-01-11 23:29:00
ORD_02627,CUS_00251,delivered,2024-01-04 23:32:00,2024-01-05 00:02:00,2024-01-06 00:02:00,2024-01-08 00:02:00,2024-01-11 23:32:00
ORD_02628,CUS_01586,delivered,2024-01-04 23:34:00,2024-01-05 00:04:00,2024-01-06 00:04:00,2024-01-08 00:04:00,2024-01-11 23:34:00
ORD_02629,CUS_02179,delivered,2024-01-04 23:36:00,2024-01-05 00:06:00,2024-01-06 00:06:00,2024-01-08 00:06:00,2024-01-11 23:36:00
ORD_02630,CUS_00778,delivered,2024-01-04 23:40:00,2024-01-05 00:10:00,2024-01-06 00:10:00,2024-01-08 00:10:00,2024-01-11 23:40:00
ORD_02631,CUS_03655,delivered,2024-01-04 23:40:00,2024-01-05 00:10:00,2024-01-06 00:10:00,2024-01-08 00:10:00,2024-01-11 23:40:00
ORD_02632,CUS_02671,delivered,2024-01-04 23:40:00,2024-01-05 00:10:00,2024-01-06 00:10:00,2024-01-08 00:10:00,2024-01-11 23:40:00
ORD_02633,CUS_01687,delivered,2024-01-04 23:41:00,2024-01-05 00:11:00,2024-01-06 00:11:00,2024-01-08 00:11:00,2024-01-11 23:41:00
ORD_02634,CUS_04568,delivered,2024-01-04 23:41:00,2024-01-05 00:11:00,2024-01-06 00:11:00,2024-01-08 00:11:00,2024-01-11 23:41:00
ORD_02635,CUS_02815,delivered,2024-01-04 23:42:00,2024-01-05 00:12:00,2024-01-06 00:12:00,2024-01-08 00:12:00,2024-01-11 23:42:00
ORD_02636,CUS_03774,delivered,2024-01-04 23:42:00,2024-01-05 00:12:00,2024-01-06 00:12:00,2024-01-08 00:12:00,2024-01-11 23:42:00
ORD_02637,CUS_04419,delivered,2024-01-04 23:49:00,2024-01-05 00:19:00,2024-01-06 00:19:00,2024-01-08 00:19:00,2024-01-11 23:49:00
ORD_02638,CUS_04709,delivered,2024-01-04 23:51:00,2024-01-05 00:21:00,2024-01-06 00:21:00,2024-01-08 00:21:00,2024-01-11 23:51:00
ORD_02639,CUS_00448,delivered,2024-01-04 23:52:00,2024-01-05 00:22:00,2024-01-06 00:22:00,2024-01-08 00:22:00,2024-01-11 23:52:00
ORD_02640,CUS_00722,delivered,2024-01-04 23:55:00,2024-01-05 00:25:00,2024-01-06 00:25:00,2024-01-08 00:25:00,2024-01-11 23:55:00
ORD_02641,CUS_04185,delivered,2024-01-04 23:56:00,2024-01-05 00:26:00,2024-01-06 00:26:00,2024-01-08 00:26:00,2024-01-11 23:56:00
ORD_02642,CUS_02241,delivered,2024-01-04 23:56:00,2024-01-05 00:26:00,2024-01-06 00:26:00,2024-01-08 00:26:00,2024-01-11 23:56:00
ORD_02643,CUS_04141,delivered,2024-01-04 23:56:00,2024-01-05 00:26:00,2024-01-06 00:26:00,2024-01-08 00:26:00,2024-01-11 23:56:00
ORD_02644,CUS_02712,delivered,2024-01-05 00:01:00,2024-01-05 00:31:00,2024-01-06 00:31:00,2024-01-08 00:31:00,2024-01-12 00:01:00
