customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUS_01134,UNIQ_01134,947492,Thu Duc,TD
CUS_01135,UNIQ_01135,926516,Buon Ma Thuot,BMT
CUS_01136,UNIQ_01136,773133,Buon Ma Thuot,BMT
CUS_01137,UNIQ_01137,955253,Buon Ma Thuot,BMT
CUS_01138,UNIQ_01138,704890,Hai Phong,HP
CUS_01139,UNIQ_01139,743473,Can Tho,CT
CUS_01140,UNIQ_01140,753533,Thanh Hoa,TH
CUS_01141,UNIQ_01141,943880,Thanh Hoa,TH
CUS_01142,UNIQ_01142,871498,Hai Phong,HP
CUS_01143,UNIQ_01143,722516,Ho Chi Minh,HCM
CUS_01144,UNIQ_01144,918669,Hai Phong,HP
CUS_01145,UNIQ_01145,898086,Bien Hoa,BH
CUS_01146,UNIQ_01146,774523,Hue,HUE
CUS_01147,UNIQ_01147,775911,Ho Chi Minh,HCM
CUS_01148,UNIQ_01148,855438,Hue,HUE
CUS_01149,UNIQ_01149,737001,Hai Phong,HP
CUS_01150,UNIQ_01150,794361,Nha Trang,NT
CUS_01151,UNIQ_01151,741701,Bien Hoa,BH
CUS_01152,UNIQ_01152,818009,Thanh Hoa,TH
CUS_01153,UNIQ_01153,950621,Can Tho,CT
CUS_01154,UNIQ_01154,975304,Hai Phong,HP
CUS_01155,UNIQ_01155,876103,Hue,HUE
CUS_01156,UNIQ_01156,755368,Buon Ma Thuot,BMT
CUS_01157,UNIQ_01157,912067,Ha Noi,HN
CUS_01158,UNIQ_01158,727359,Thu Duc,TD
CUS_01159,UNIQ_01159,877813,Vinh,VINH
CUS_01160,UNIQ_01160,955935,Buon Ma Thuot,BMT
CUS_01161,UNIQ_01161,918011,Ha Noi,HN
CUS_01162,UNIQ_01162,836986,Can Tho,CT
CUS_01163,UNIQ_01163,763383,Buon Ma Thuot,BMT
CUS_01164,UNIQ_01164,703009,Vinh,VINH
CUS_01165,UNIQ_01165,862787,Bien Hoa,BH
CUS_01166,UNIQ_01166,713449,Hue,HUE
CUS_01167,UNIQ_01167,962107,Nha Trang,NT
CUS_01168,UNIQ_01168,956833,Da Nang,DN
CUS_01169,UNIQ_01169,745219,Can Tho,CT
CUS_01170,UNIQ_01170,735696,Buon Ma Thuot,BMT
CUS_01171,UNIQ_01171,784344,Thu Duc,TD
CUS_01172,UNIQ_01172,927791,Can Tho,CT
CUS_01173,UNIQ_01173,745048,Hue,HUE
CUS_01174,UNIQ_01174,879861,Da Nang,DN
CUS_01175,UNIQ_01175,843528,Ho Chi Minh,HCM
CUS_01176,UNIQ_01176,966662,Bien Hoa,BH
CUS_01177,UNIQ_01177,969925,Ho Chi Minh,HCM
CUS_01178,UNIQ_01178,807276,Ha Noi,HN
CUS_01179,UNIQ_01179,797785,Can Tho,CT
CUS_01180,UNIQ_01180,768096,Thu Duc,TD
CUS_01181,UNIQ_01181,963029,Bien Hoa,BH
CUS_01182,UNIQ_01182,916034,Bien Hoa,BH
CUS_01183,UNIQ_01183,862658,Vinh,VINH
CUS_01184,UNIQ_01184,911362,Bien Hoa,BH
CUS_01185,UNIQ_01185,751048,Da Nang,DN
CUS_01186,UNIQ_01186,879580,Hai Phong,HP
CUS_01187,UNIQ_01187,788433,Thu Duc,TD
CUS_01188,UNIQ_01188,910948,Can Tho,CT
CUS_01189,UNIQ_01189,969619,Hai Phong,HP
CUS_01190,UNIQ_01190,825493,Nha Trang,NT
CUS_01191,UNIQ_01191,729962,Thu Duc,TD
CUS_01192,UNIQ_01192,976490,Da Nang,DN
CUS_01193,UNIQ_01193,901209,Da Nang,DN
CUS_01194,UNIQ_01194,758380,Nha Trang,NT
CUS_01195,UNIQ_01195,867762,Bien Hoa,BH
CUS_01196,UNIQ_01196,906115,Nha Trang,NT
CUS_01197,UNIQ_01197,791540,Ho Chi Minh,HCM
CUS_01198,UNIQ_01198,818657,Vinh,VINH
CUS_01199,UNIQ_01199,805678,Bien Hoa,BH
CUS_01200,UNIQ_01200,701667,Hue,HUE
CUS_01201,UNIQ_01201,856898,Buon Ma Thuot,BMT
CUS_01202,UNIQ_01202,756802,Thu Duc,TD
CUS_01203,UNIQ_01203,873083,Thu Duc,TD
CUS_01204,UNIQ_01204,876519,Hue,HUE
CUS_01205,UNIQ_01205,910087,Hue,HUE
CUS_01206,UNIQ_01206,969852,Vinh,VINH
CUS_01207,UNIQ_01207,956057,Thanh Hoa,TH
CUS_01208,UNIQ_01208,769028,Vinh,VINH
CUS_01209,UNIQ_01209,828453,Thu Duc,TD
CUS_01210,UNIQ_01210,910353,Thanh Hoa,TH
CUS_01211,UNIQ_01211,815859,Thu Duc,TD
CUS_01212,UNIQ_01212,811257,Vinh,VINH
CUS_01213,UNIQ_01213,920156,Da Nang,DN
CUS_01214,UNIQ_01214,894276,Vinh,VINH
CUS_01215,UNIQ_01215,776812,Can Tho,CT
CUS_01216,UNIQ_01216,947380,Ha Noi,HN
CUS_01217,UNIQ_01217,962112,Can Tho,CT
CUS_01218,UNIQ_01218,968848,Thu Duc,TD
CUS_01219,UNIQ_01219,931723,Da Nang,DN
CUS_01220,UNIQ_01220,711776,Ho Chi Minh,HCM
CUS_01221,UNIQ_01221,840132,Nha Trang,NT
CUS_01222,UNIQ_01222,832996,Hue,HUE
CUS_01223,UNIQ_01223,782784,Hue,HUE
CUS_01224,UNIQ_01224,837406,Thu Duc,TD
CUS_01225,UNIQ_01225,881286,Hue,HUE
CUS_01226,UNIQ_01226,717079,Hue,HUE
CUS_01227,UNIQ_01227,779472,Vinh,VINH
CUS_01228,UNIQ_01228,960015,Hai Phong,HP
CUS_01229,UNIQ_01229,797526,Thu Duc,TD
CUS_01230,UNIQ_01230,745959,Thanh Hoa,TH
CUS_01231,UNIQ_01231,901511,Nha Trang,NT
CUS_01232,UNIQ_01232,714535,Bien Hoa,BH
CUS_01233,UNIQ_01233,902601,Ha Noi,HN
CUS_01234,UNIQ_01234,792415,Nha Trang,NT
CUS_01235,UNIQ_01235,913766,Vinh,VINH
CUS_01236,UNIQ_01236,848586,Thanh Hoa,TH
CUS_01237,UNIQ_01237,875945,Hai Phong,HP
CUS_01238,UNIQ_01238,969865,Nha Trang,NT
CUS_01239,UNIQ_01239,913069,Ha Noi,HN
CUS_01240,UNIQ_01240,919024,Ha Noi,HN
CUS_01241,UNIQ_01241,836340,Can Tho,CT
CUS_01242,UNIQ_01242,892760,Nha Trang,NT
CUS_01243,UNIQ_01243,822431,Thu Duc,TD
CUS_01244,UNIQ_01244,938262,Hue,HUE
CUS_01245,UNIQ_01245,889890,Thu Duc,TD
CUS_01246,UNIQ_01246,725005,Thanh Hoa,TH
CUS_01247,UNIQ_01247,878733,Thanh Hoa,TH
CUS_01248,UNIQ_01248,863176,Hue,HUE
CUS_01249,UNIQ_01249,755009,Hai Phong,HP
CUS_01250,UNIQ_01250,808750,Nha Trang,NT
CUS_01251,UNIQ_01251,775679,Ha Noi,HN
CUS_01252,UNIQ_01252,823224,Vinh,VINH
CUS_01253,UNIQ_01253,760133,Ho Chi Minh,HCM
CUS_01254,UNIQ_01254,949160,Buon Ma Thuot,BMT
CUS_01255,UNIQ_01255,884327,Nha Trang,NT
CUS_01256,UNIQ_01256,836497,Thanh Hoa,TH
CUS_01257,UNIQ_01257,838400,Thu Duc,TD
CUS_01258,UNIQ_01258,943608,Hue,HUE
CUS_01259,UNIQ_01259,764711,Thu Duc,TD
CUS_01260,UNIQ_01260,788217,Vinh,VINH
CUS_01261,UNIQ_01261,896853,Hai Phong,HP
CUS_01262,UNIQ_01262,724013,Hai Phong,HP
CUS_01263,UNIQ_01263,743365,Buon Ma Thuot,BMT
CUS_01264,UNIQ_01264,844207,Bien Hoa,BH
CUS_01265,UNIQ_01265,739493,Bien Hoa,BH
CUS_01266,UNIQ_01266,811490,Buon Ma Thuot,BMT
CUS_01267,UNIQ_01267,819272,Can Tho,CT
CUS_01268,UNIQ_01268,965032,Hai Phong,HP
CUS_01269,UNIQ_01269,779705,Vinh,VINH
CUS_01270,UNIQ_01270,804286,Ho Chi Minh,HCM
CUS_01271,UNIQ_01271,951310,Da Nang,DN
CUS_01272,UNIQ_01272,786839,Thu Duc,TD
CUS_01273,UNIQ_01273,826208,Thu Duc,TD
CUS_01274,UNIQ_01274,891346,Hue,HUE
CUS_01275,UNIQ_01275,949685,Da Nang,DN
CUS_01276,UNIQ_01276,772004,Hai Phong,HP
CUS_01277,UNIQ_01277,934555,Thanh Hoa,TH
CUS_01278,UNIQ_01278,827033,Ho Chi Minh,HCM
CUS_01279,UNIQ_01279,768319,Buon Ma Thuot,BMT
CUS_01280,UNIQ_01280,744428,Thanh Hoa,TH
CUS_01281,UNIQ_01281,845058,Hue,HUE
CUS_01282,UNIQ_01282,866102,Ha Noi,HN
CUS_01283,UNIQ_01283,919596,Ho Chi Minh,HCM
CUS_01284,UNIQ_01284,843391,Bien Hoa,BH
CUS_01285,UNIQ_01285,865615,Buon Ma Thuot,BMT
CUS_01286,UNIQ_01286,725983,Ha Noi,HN
CUS_01287,UNIQ_01287,942051,Buon Ma Thuot,BMT
CUS_01288,UNIQ_01288,887136,Da Nang,DN
CUS_01289,UNIQ_01289,927420,Ha Noi,HN
CUS_01290,UNIQ_01290,899270,Ha Noi,HN
CUS_01291,UNIQ_01291,807206,Hue,HUE
CUS_01292,UNIQ_01292,953017,Thu Duc,TD
CUS_01293,UNIQ_01293,790353,Hue,HUE
CUS_01294,UNIQ_01294,954395,Bien Hoa,BH
CUS_01295,UNIQ_01295,814680,Thu Duc,TD
CUS_01296,UNIQ_01296,894529,Hai Phong,HP
CUS_01297,UNIQ_01297,930644,Hue,HUE
CUS_01298,UNIQ_01298,701726,Ha Noi,HN
CUS_01299,UNIQ_01299,897385,Hai Phong,HP
CUS_01300,UNIQ_01300,740055,Can Tho,CT
CUS_01301,UNIQ_01301,707350,Can Tho,CT
CUS_01302,UNIQ_01302,847649,Hue,HUE
CUS_01303,UNIQ_01303,847844,Da Nang,DN
CUS_01304,UNIQ_01304,851606,Thu Duc,TD
CUS_01305,UNIQ_01305,875113,Hue,HUE
CUS_01306,UNIQ_01306,890171,Can Tho,CT
CUS_01307,UNIQ_01307,724701,Can Tho,CT
CUS_01308,UNIQ_01308,728929,Hai Phong,HP
CUS_01309,UNIQ_01309,777335,Buon Ma Thuot,BMT
CUS_01310,UNIQ_01310,908744,Can Tho,CT
CUS_01311,UNIQ_01311,888481,Thu Duc,TD
CUS_01312,UNIQ_01312,783933,Hai Phong,HP
CUS_01313,UNIQ_01313,952367,Hai Phong,HP
CUS_01314,UNIQ_01314,892427,Ho Chi Minh,HCM
CUS_01315,UNIQ_01315,850637,Can Tho,CT
CUS_01316,UNIQ_01316,700496,Bien Hoa,BH
CUS_01317,UNIQ_01317,881812,Can Tho,CT
CUS_01318,UNIQ_01318,926210,Nha Trang,NT
CUS_01319,UNIQ_01319,968515,Thanh Hoa,TH
CUS_01320,UNIQ_01320,759101,Da Nang,DN
CUS_01321,UNIQ_01321,812290,Can Tho,CT
CUS_01322,UNIQ_01322,716359,Thu Duc,TD
CUS_01323,UNIQ_01323,837644,Thu Duc,TD
CUS_01324,UNIQ_01324,825463,Ha Noi,HN
CUS_01325,UNIQ_01325,858958,Da Nang,DN
CUS_01326,UNIQ_01326,891784,Nha Trang,NT
CUS_01327,UNIQ_01327,737930,Thanh Hoa,TH
CUS_01328,UNIQ_01328,792146,Hai Phong,HP
CUS_01329,UNIQ_01329,804265,Vinh,VINH
CUS_01330,UNIQ_01330,702443,Hue,HUE
CUS_01331,UNIQ_01331,714723,Hue,HUE
CUS_01332,UNIQ_01332,915367,Buon Ma Thuot,BMT
CUS_01333,UNIQ_01333,738327,Thu Duc,TD
CUS_01334,UNIQ_01334,918835,Bien Hoa,BH
CUS_01335,UNIQ_01335,834899,Hue,HUE
CUS_01336,UNIQ_01336,795529,Bien Hoa,BH
CUS_01337,UNIQ_01337,927115,Can Tho,CT
CUS_01338,UNIQ_01338,771159,Hai Phong,HP
CUS_01339,UNIQ_01339,750888,Hai Phong,HP
CUS_01340,UNIQ_01340,751451,Can Tho,CT
CUS_01341,UNIQ_01341,799448,Bien Hoa,BH
CUS_01342,UNIQ_01342,721817,Hue,HUE
CUS_01343,UNIQ_01343,956206,Can Tho,CT
CUS_01344,UNIQ_01344,957957,Thu Duc,TD
CUS_01345,UNIQ_01345,870127,Vinh,VINH
CUS_01346,UNIQ_01346,971850,Bien Hoa,BH
CUS_01347,UNIQ_01347,966972,Ha Noi,HN
CUS_01348,UNIQ_01348,928736,Hue,HUE
CUS_01349,UNIQ_01349,868989,Hue,HUE
CUS_01350,UNIQ_01350,892450,Vinh,VINH
CUS_01351,UNIQ_01351,752459,Hue,HUE
CUS_01352,UNIQ_01352,766034,Da Nang,DN
CUS_01353,UNIQ_01353,830232,Nha Trang,NT
CUS_01354,UNIQ_01354,828194,Hue,HUE
CUS_01355,UNIQ_01355,895744,Ho Chi Minh,HCM
CUS_01356,UNIQ_01356,756959,Thu Duc,TD
CUS_01357,UNIQ_01357,909424,Hue,HUE
CUS_01358,UNIQ_01358,864678,Thu Duc,TD
CUS_01359,UNIQ_01359,906315,Da Nang,DN
CUS_01360,UNIQ_01360,911943,Hai Phong,HP
CUS_01361,UNIQ_01361,883272,Thanh Hoa,TH
CUS_01362,UNIQ_01362,846862,Hue,HUE
CUS_01363,UNIQ_01363,914264,Hai Phong,HP
CUS_01364,UNIQ_01364,964044,Bien Hoa,BH
CUS_01365,UNIQ_01365,812905,Thu Duc,TD
CUS_01366,UNIQ_01366,904125,Hue,HUE
CUS_01367,UNIQ_01367,886638,Hai Phong,HP
CUS_01368,UNIQ_01368,907357,Thu Duc,TD
CUS_01369,UNIQ_01369,937760,Da Nang,DN
CUS_01370,UNIQ_01370,862231,Hai Phong,HP
CUS_01371,UNIQ_01371,792766,Hue,HUE
CUS_01372,UNIQ_01372,938153,Hue,HUE
CUS_01373,UNIQ_01373,714467,Can Tho,CT
CUS_01374,UNIQ_01374,897258,Nha Trang,NT
CUS_01375,UNIQ_01375,882350,Ho Chi Minh,HCM
CUS_01376,UNIQ_01376,943492,Bien Hoa,BH
CUS_01377,UNIQ_01377,791413,Thanh Hoa,TH
CUS_01378,UNIQ_01378,832239,Hai Phong,HP
CUS_01379,UNIQ_01379,857786,Hai Phong,HP
CUS_01380,UNIQ_01380,705450,Buon Ma Thuot,BMT
CUS_01381,UNIQ_01381,924324,Nha Trang,NT
CUS_01382,UNIQ_01382,720600,Ha Noi,HN
CUS_01383,UNIQ_01383,832759,Buon Ma Thuot,BMT
CUS_01384,UNIQ_01384,761977,Da Nang,DN
CUS_01385,UNIQ_01385,807102,Nha Trang,NT
CUS_01386,UNIQ_01386,961227,Thanh Hoa,TH
CUS_01387,UNIQ_01387,753211,Nha Trang,NT
CUS_01388,UNIQ_01388,795690,Hai Phong,HP
CUS_01389,UNIQ_01389,825855,Can Tho,CT
CUS_01390,UNIQ_01390,834202,Hai Phong,HP
CUS_01391,UNIQ_01391,729549,Ho Chi Minh,HCM
CUS_01392,UNIQ_01392,729883,Can Tho,CT
CUS_01393,UNIQ_01393,823680,Buon Ma Thuot,BMT
CUS_01394,UNIQ_01394,761776,Vinh,VINH
CUS_01395,UNIQ_01395,960672,Thanh Hoa,TH
CUS_01396,UNIQ_01396,912837,Vinh,VINH
CUS_01397,UNIQ_01397,856646,Thu Duc,TD
CUS_01398,UNIQ_01398,916512,Can Tho,CT
CUS_01399,UNIQ_01399,926485,Nha Trang,NT
CUS_01400,UNIQ_01400,879821,Hue,HUE
CUS_01401,UNIQ_01401,922523,Da Nang,DN
CUS_01402,UNIQ_01402,831175,Buon Ma Thuot,BMT
CUS_01403,UNIQ_01403,731566,Buon Ma Thuot,BMT
CUS_01404,UNIQ_01404,754501,Buon Ma Thuot,BMT
CUS_01405,UNIQ_01405,912686,Buon Ma Thuot,BMT
CUS_01406,UNIQ_01406,963765,Da Nang,DN
CUS_01407,UNIQ_01407,898103,Ho Chi Minh,HCM
CUS_01408,UNIQ_01408,924247,Hue,HUE
CUS_01409,UNIQ_01409,769390,Can Tho,CT
CUS_01410,UNIQ_01410,976483,Da Nang,DN
CUS_01411,UNIQ_01411,835622,Buon Ma Thuot,BMT
CUS_01412,UNIQ_01412,930535,Ha Noi,HN
CUS_01413,UNIQ_01413,779116,Vinh,VINH
CUS_01414,UNIQ_01414,761302,Thu Duc,TD
CUS_01415,UNIQ_01415,734459,Da Nang,DN
CUS_01416,UNIQ_01416,878460,Can Tho,CT
CUS_01417,UNIQ_01417,830733,Nha Trang,NT
CUS_01418,UNIQ_01418,712520,Thanh Hoa,TH
CUS_01419,UNIQ_01419,745568,Bien Hoa,BH
CUS_01420,UNIQ_01420,747003,Da Nang,DN
CUS_01421,UNIQ_01421,899977,Thanh Hoa,TH
CUS_01422,UNIQ_01422,773543,Ho Chi Minh,HCM
CUS_01423,UNIQ_01423,938297,Can Tho,CT
CUS_01424,UNIQ_01424,886696,Vinh,VINH
CUS_01425,UNIQ_01425,730825,Buon Ma Thuot,BMT
CUS_01426,UNIQ_01426,959461,Bien Hoa,BH
CUS_01427,UNIQ_01427,958694,Vinh,VINH
CUS_01428,UNIQ_01428,772370,Nha Trang,NT
CUS_01429,UNIQ_01429,863812,Ha Noi,HN
CUS_01430,UNIQ_01430,860481,Thu Duc,TD
CUS_01431,UNIQ_01431,851694,Buon Ma Thuot,BMT
CUS_01432,UNIQ_01432,973683,Thanh Hoa,TH
CUS_01433,UNIQ_01433,767066,Can Tho,CT
CUS_01434,UNIQ_01434,975035,Buon Ma Thuot,BMT
CUS_01435,UNIQ_01435,792386,Thanh Hoa,TH
CUS_01436,UNIQ_01436,784182,Ho Chi Minh,HCM
CUS_01437,UNIQ_01437,814930,Da Nang,DN
CUS_01438,UNIQ_01438,780799,Hai Phong,HP
CUS_01439,UNIQ_01439,920072,Hue,HUE
CUS_01440,UNIQ_01440,766491,Bien Hoa,BH
CUS_01441,UNIQ_01441,860760,Bien Hoa,BH
CUS_01442,UNIQ_01442,890583,Nha Trang,NT
CUS_01443,UNIQ_01443,740565,Ho Chi Minh,HCM
CUS_01444,UNIQ_01444,808707,Bien Hoa,BH
CUS_01445,UNIQ_01445,953558,Da Nang,DN
CUS_01446,UNIQ_01446,794587,Hai Phong,HP
CUS_01447,UNIQ_01447,892968,Da Nang,DN
CUS_01448,UNIQ_01448,933248,Nha Trang,NT
CUS_01449,UNIQ_01449,941459,Buon Ma Thuot,BMT
CUS_01450,UNIQ_01450,787166,Ha Noi,HN
CUS_01451,UNIQ_01451,839123,Buon Ma Thuot,BMT
CUS_01452,UNIQ_01452,711817,Bien Hoa,BH
CUS_01453,UNIQ_01453,970711,Da Nang,DN
CUS_01454,UNIQ_01454,703645,Hue,HUE
CUS_01455,UNIQ_01455,766060,Ho Chi Minh,HCM
CUS_01456,UNIQ_01456,964456,Buon Ma Thuot,BMT
CUS_01457,UNIQ_01457,943429,Buon Ma Thuot,BMT
CUS_01458,UNIQ_01458,916274,Ho Chi Minh,HCM
CUS_01459,UNIQ_01459,928804,Ho Chi Minh,HCM
CUS_01460,UNIQ_01460,961026,Buon Ma Thuot,BMT
CUS_01461,UNIQ_01461,925087,Ha Noi,HN
CUS_01462,UNIQ_01462,942192,Thanh Hoa,TH
CUS_01463,UNIQ_01463,793406,Hai Phong,HP
CUS_01464,UNIQ_01464,738625,Hai Phong,HP
CUS_01465,UNIQ_01465,724137,Ha Noi,HN
CUS_01466,UNIQ_01466,740949,Hai Phong,HP
CUS_01467,UNIQ_01467,750563,Can Tho,CT
CUS_01468,UNIQ_01468,822236,Buon Ma Thuot,BMT
CUS_01469,UNIQ_01469,827496,Nha Trang,NT
CUS_01470,UNIQ_01470,724884,Thanh Hoa,TH
CUS_01471,UNIQ_01471,774495,Ha Noi,HN
CUS_01472,UNIQ_01472,726785,Can Tho,CT
CUS_01473,UNIQ_01473,715988,Vinh,VINH
CUS_01474,UNIQ_01474,827934,Nha Trang,NT
CUS_01475,UNIQ_01475,968314,Ho Chi Minh,HCM
CUS_01476,UNIQ_01476,827129,Hue,HUE
CUS_01477,UNIQ_01477,894765,Ho Chi Minh,HCM
CUS_01478,UNIQ_01478,710372,Ho Chi Minh,HCM
CUS_01479,UNIQ_01479,898459,Vinh,VINH
CUS_01480,UNIQ_01480,972432,Nha Trang,NT
CUS_01481,UNIQ_01481,753407,Ha Noi,HN
CUS_01482,UNIQ_01482,947326,Buon Ma Thuot,BMT
CUS_01483,UNIQ_01483,826821,Da Nang,DN
CUS_01484,UNIQ_01484,880811,Vinh,VINH
CUS_01485,UNIQ_01485,789393,Ha Noi,HN
CUS_01486,UNIQ_01486,815470,Da Nang,DN
CUS_01487,UNIQ_01487,768760,Hue,HUE
CUS_01488,UNIQ_01488,868939,Thu Duc,TD
CUS_01489,UNIQ_01489,845858,Da Nang,DN
CUS_01490,UNIQ_01490,977189,Vinh,VINH
CUS_01491,UNIQ_01491,760862,Da Nang,DN
CUS_01492,UNIQ_01492,926949,Thu Duc,TD
CUS_01493,UNIQ_01493,807399,Hue,HUE
CUS_01494,UNIQ_01494,883441,Da Nang,DN
CUS_01495,UNIQ_01495,885022,Thu Duc,TD
CUS_01496,UNIQ_01496,954293,Da Nang,DN
CUS_01497,UNIQ_01497,759955,Can Tho,CT
CUS_01498,UNIQ_01498,754521,Hai Phong,HP
CUS_01499,UNIQ_01499,783385,Thanh Hoa,TH
CUS_01500,UNIQ_01500,806557,Thu Duc,TD
CUS_01501,UNIQ_01501,883475,Can Tho,CT
CUS_01502,UNIQ_01502,907336,Bien Hoa,BH
CUS_01503,UNIQ_01503,959718,Thanh Hoa,TH
CUS_01504,UNIQ_01504,752153,Thu Duc,TD
CUS_01505,UNIQ_01505,922570,Thu Duc,TD
CUS_01506,UNIQ_01506,947544,Hai Phong,HP
CUS_01507,UNIQ_01507,842243,Thanh Hoa,TH
CUS_01508,UNIQ_01508,825535,Thu Duc,TD
CUS_01509,UNIQ_01509,931272,Vinh,VINH
CUS_01510,UNIQ_01510,711110,Hue,HUE
CUS_01511,UNIQ_01511,903650,Thanh Hoa,TH
CUS_01512,UNIQ_01512,788637,Thanh Hoa,TH
CUS_01513,UNIQ_01513,770430,Can Tho,CT
CUS_01514,UNIQ_01514,738185,Ha Noi,HN
CUS_01515,UNIQ_01515,909048,Nha Trang,NT
CUS_01516,UNIQ_01516,935147,Buon Ma Thuot,BMT
CUS_01517,UNIQ_01517,846847,Nha Trang,NT
CUS_01518,UNIQ_01518,944907,Can Tho,CT
CUS_01519,UNIQ_01519,894018,Hue,HUE
CUS_01520,UNIQ_01520,820469,Thu Duc,TD
CUS_01521,UNIQ_01521,867436,Hai Phong,HP
CUS_01522,UNIQ_01522,708485,Buon Ma Thuot,BMT
CUS_01523,UNIQ_01523,794755,Hue,HUE
CUS_01524,UNIQ_01524,718573,Thanh Hoa,TH
CUS_01525,UNIQ_01525,773141,Da Nang,DN
CUS_01526,UNIQ_01526,702057,Thu Duc,TD
CUS_01527,UNIQ_01527,839645,Ha Noi,HN
CUS_01528,UNIQ_01528,813808,Can Tho,CT
CUS_01529,UNIQ_01529,838521,Hue,HUE
CUS_01530,UNIQ_01530,830295,Thu Duc,TD
CUS_01531,UNIQ_01531,803047,Vinh,VINH
CUS_01532,UNIQ_01532,927075,Ha Noi,HN
CUS_01533,UNIQ_01533,953412,Can Tho,CT
CUS_01534,UNIQ_01534,903338,Ha Noi,HN
CUS_01535,UNIQ_01535,802304,Da Nang,DN
CUS_01536,UNIQ_01536,901936,Thu Duc,TD
CUS_01537,UNIQ_01537,852822,Hue,HUE
CUS_01538,UNIQ_01538,851968,Thanh Hoa,TH
CUS_01539,UNIQ_01539,913803,Da Nang,DN
CUS_01540,UNIQ_01540,956974,Can Tho,CT
CUS_01541,UNIQ_01541,875953,Ho Chi Minh,HCM
CUS_01542,UNIQ_01542,764575,Bien Hoa,BH
CUS_01543,UNIQ_01543,823022,Hue,HUE
CUS_01544,UNIQ_01544,798713,Thu Duc,TD
CUS_01545,UNIQ_01545,886443,Can Tho,CT
CUS_01546,UNIQ_01546,805284,Buon Ma Thuot,BMT
CUS_01547,UNIQ_01547,884639,Vinh,VINH
CUS_01548,UNIQ_01548,953650,Thu Duc,TD
CUS_01549,UNIQ_01549,885511,Hue,HUE
CUS_01550,UNIQ_01550,881550,Thu Duc,TD
CUS_01551,UNIQ_01551,880669,Thu Duc,TD
CUS_01552,UNIQ_01552,823556,Hai Phong,HP
CUS_01553,UNIQ_01553,802557,Bien Hoa,BH
CUS_01554,UNIQ_01554,935219,Hai Phong,HP
CUS_01555,UNIQ_01555,851355,Buon Ma Thuot,BMT
CUS_01556,UNIQ_01556,884014,Thu Duc,TD
CUS_01557,UNIQ_01557,908544,Hue,HUE
CUS_01558,UNIQ_01558,962791,Nha Trang,NT
CUS_01559,UNIQ_01559,965856,Vinh,VINH
CUS_01560,UNIQ_01560,937455,Nha Trang,NT
CUS_01561,UNIQ_01561,960112,Can Tho,CT
CUS_01562,UNIQ_01562,975623,Nha Trang,NT
CUS_01563,UNIQ_01563,885090,Thanh Hoa,TH
CUS_01564,UNIQ_01564,740872,Hai Phong,HP
CUS_01565,UNIQ_01565,836677,Buon Ma Thuot,BMT
CUS_01566,UNIQ_01566,786190,Hue,HUE
CUS_01567,UNIQ_01567,774558,Vinh,VINH
CUS_01568,UNIQ_01568,818247,Hue,HUE
CUS_01569,UNIQ_01569,920060,Bien Hoa,BH
CUS_01570,UNIQ_01570,765884,Buon Ma Thuot,BMT
CUS_01571,UNIQ_01571,926002,Hue,HUE
CUS_01572,UNIQ_01572,707671,Hue,HUE
CUS_01573,UNIQ_01573,762025,Thanh Hoa,TH
CUS_01574,UNIQ_01574,847510,Bien Hoa,BH
CUS_01575,UNIQ_01575,868759,Vinh,VINH
CUS_01576,UNIQ_01576,880883,Bien Hoa,BH
CUS_01577,UNIQ_01577,794672,Vinh,VINH
CUS_01578,UNIQ_01578,756821,Can Tho,CT
CUS_01579,UNIQ_01579,890962,Vinh,VINH
CUS_01580,UNIQ_01580,749243,Da Nang,DN
CUS_01581,UNIQ_01581,779078,Thanh Hoa,TH
CUS_01582,UNIQ_01582,922746,Bien Hoa,BH
CUS_01583,UNIQ_01583,823780,Da Nang,DN
CUS_01584,UNIQ_01584,823849,Ho Chi Minh,HCM
CUS_01585,UNIQ_01585,812939,Ho Chi Minh,HCM
CUS_01586,UNIQ_01586,935655,Hue,HUE
CUS_01587,UNIQ_01587,837174,Hue,HUE
CUS_01588,UNIQ_01588,969659,Ho Chi Minh,HCM
CUS_01589,UNIQ_01589,813153,Bien Hoa,BH
CUS_01590,UNIQ_01590,868070,Buon Ma Thuot,BMT
CUS_01591,UNIQ_01591,753484,Thanh Hoa,TH
CUS_01592,UNIQ_01592,735787,Buon Ma Thuot,BMT
CUS_01593,UNIQ_01593,907348,Can Tho,CT
CUS_01594,UNIQ_01594,855353,Hai Phong,HP
CUS_01595,UNIQ_01595,898596,Can Tho,CT
CUS_01596,UNIQ_01596,902926,Hai Phong,HP
CUS_01597,UNIQ_01597,840008,Buon Ma Thuot,BMT
CUS_01598,UNIQ_01598,944903,Bien Hoa,BH
CUS_01599,UNIQ_01599,800370,Hue,HUE
CUS_01600,UNIQ_01600,935438,Vinh,VINH
CUS_01601,UNIQ_01601,856907,Thanh Hoa,TH
CUS_01602,UNIQ_01602,951915,Ho Chi Minh,HCM
CUS_01603,UNIQ_01603,772009,Can Tho,CT
CUS_01604,UNIQ_01604,850354,Hai Phong,HP
CUS_01605,UNIQ_01605,977910,Thu Duc,TD
CUS_01606,UNIQ_01606,840906,Can Tho,CT
CUS_01607,UNIQ_01607,911305,Buon Ma Thuot,BMT
